Node, x, y
823, -18490.361322, 6686100.435405
824, -23838.498775, 6684796.137238
825, -15807.968356, 6684516.962335
826, -22061.346926, 6684809.016588
827, -14311.559500, 6684516.962335
828, -17581.320399, 6684004.864953
829, -21269.901263, 6683898.038388
830, -20081.018787, 6683403.337860
831, -18104.571540, 6680923.178408
832, -3307.584803, 6716812.317901
833, -5955.871642, 6715809.141005
834, -4151.434939, 6715782.982935
835, -2376.944192, 6716125.916083
836, -7024.980463, 6715736.335722
837, -8217.768346, 6715238.981746
838, -5245.491078, 6715080.894712
839, -1493.969557, 6714696.941233
840, -7550.119988, 6714712.274603
841, -4629.650788, 6714762.268167
842, -5969.577277, 6714613.142457
843, -2623.109646, 6714194.573299
844, -6765.580834, 6714340.196882
845, -3475.158843, 6713843.287458
846, -7860.035932, 6713489.407097
847, -5246.941673, 6713337.977145
848, -6070.859651, 6713310.146772
849, -1277.351312, 6713452.010481
850, -4386.465606, 6713292.978028
851, -2016.479999, 6712835.463136
852, -7542.498124, 6712825.102100
853, -5598.243366, 6712408.055976
854, -3622.816262, 6712339.936414
855, -2636.456731, 6712370.939715
856, -4657.681005, 6712096.446368
857, -6859.316052, 6711580.994499
858, -7848.640830, 6711407.295564
859, -1158.568553, 6710917.392815
860, -1033.964768, 6708868.846587
861, -2223.212857, 6708428.525560
862, -919.848860, 6734364.541831
863, 1331.610171, 6733902.911591
864, 862.518703, 6731269.775806
865, -579.550128, 6731237.899595
866, -1747.233018, 6731509.285051
867, -2935.603942, 6730096.566886
868, 748.535654, 6729326.944586
869, -1078.597090, 6728968.748995
870, -3530.447407, 6728555.384837
871, 510.173144, 6727635.986259
872, -1731.212567, 6726857.692096
873, -2991.664462, 6726461.928034
874, -864.879483, 6725796.832183
875, -4823.043377, 6726200.658649
876, 658.903088, 6725796.832183
877, -2198.061703, 6724906.341103
878, -3609.232820, 6724842.256801
879, -4591.045681, 6723720.987735
880, -55.909786, 6723700.058062
881, -1602.920597, 6723482.183317
882, 1340.561572, 6723656.827449
883, -3874.699549, 6722288.698146
884, -986.391397, 6722223.852747
885, 1168.424610, 6721984.049139
886, -442.977715, 6721368.915991
887, -1975.026352, 6720962.250339
888, 147.081170, 6720469.756426
889, 1473.118744, 6720186.252829
890, -18169.423683, 6706309.059621
891, -15655.687103, 6706176.435974
892, -18347.329055, 6705550.776797
893, -19478.598566, 6704884.984161
894, -17300.510831, 6704440.518231
895, -25016.304364, 6704338.153926
896, -19639.748162, 6704136.334642
897, -18345.051565, 6703881.169955
898, -17415.949858, 6703184.241884
899, -23167.526262, 6703546.348524
900, -25144.973123, 6703198.267836
901, -20087.113845, 6703166.868363
902, -27881.534305, 6702695.113725
903, -23875.271820, 6702065.035464
904, -18608.031008, 6701870.031494
905, -25484.878452, 6701784.721829
906, -17488.191268, 6701795.966342
907, -21545.351973, 6701714.385049
908, -20351.513644, 6701638.768244
909, -22835.305617, 6701390.739213
910, -16704.223973, 6701179.736670
911, -24303.889387, 6701050.481564
912, -25906.164221, 6699974.010397
913, -20141.497713, 6700528.637069
914, -21976.902467, 6700304.859156
915, -15902.256094, 6699481.834967
916, -18898.015468, 6699656.284839
917, -23912.756697, 6699811.113774
918, -17669.097955, 6699139.031210
919, -16808.658601, 6698812.726034
920, -20371.970679, 6698870.045707
921, -18479.463349, 6698114.213728
922, -19076.005121, 6697834.233594
923, -19636.300653, 6697455.586325
924, -18200.538983, 6696808.533266
925, -16694.746592, 6696958.490130
926, -15669.637932, 6696713.321251
927, -18992.013997, 6716486.148780
928, -20699.799997, 6716293.365222
929, -19136.517666, 6715469.763248
930, -23346.802282, 6715370.425049
931, -22297.848377, 6715187.166726
932, -21210.142116, 6715116.232564
933, -20346.939872, 6714908.427176
934, -17445.770560, 6715053.721419
935, -19107.407642, 6714541.903310
936, -21464.622665, 6714055.233465
937, -16913.758173, 6712916.853395
938, -18252.711180, 6713684.924209
939, -15370.293681, 6713178.990144
940, -21717.471770, 6713149.406541
941, -18857.490318, 6713048.010123
942, -19854.235626, 6712964.728700
943, -20892.341331, 6712702.192469
944, -15208.956234, 6711496.919966
945, -19124.395599, 6710585.488147
946, -14463.186494, 6710320.301875
947, -14676.892340, 6708770.020151
948, -15830.832687, 6708606.098194
949, -16769.971788, 6708668.005197
950, -14828.560311, 6708086.600296
951, 1815.694129, 6696007.692738
952, 1171.331923, 6697277.463975
953, -276.299372, 6696312.395562
954, 10803.206013, 6704744.164650
955, 10911.235024, 6706750.686741
956, -4573.620593, 6692221.768932
957, -6544.224577, 6691205.995079
958, 6986.843148, 6678224.437069
959, -29764.638921, 6710174.868399
960, -30891.913217, 6709358.981150
961, -8471.099338, 6730501.679230
962, -7678.701367, 6728754.100129
963, -42373.963016, 6722640.656511
964, -43460.930154, 6720184.091504
965, -3458.493946, 6706528.416015
966, 13928.613199, 6720836.898977
967, 12662.838411, 6720966.296190
968, -12656.060569, 6710417.628314
969, -11687.951367, 6709822.730937
970, -23138.673104, 6682219.843828
971, -2487.766365, 6709544.206288
972, -2320.231620, 6710917.392815
973, -34897.094479, 6726644.277248
974, -5686.392537, 6721719.596381
975, -6703.971954, 6722183.305846
976, 6872.146693, 6722650.721420
977, 5836.117499, 6725342.238551
978, 2767.881944, 6702682.444404
979, -2471.647500, 6707161.534828
980, 1731.516618, 6709030.308393
981, 1867.660416, 6707876.892179
982, -472.665112, 6706008.892568
