Origin,Destination,Leave,Back,width time,Length Time,O 0-5,D 0-5,O 5-15,D 5-15,O 16-24,D 16-24,O 25-34,D 25-34,O 35-49,D 35-49,O 50-64,D 50-64,O 65-74,D 65-74,O 75+,D 75+,Width time,Length time
,,6,18,,,0,0,0,,1.0,0.0,17.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,15.0,0.0,32.0,0.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,19.0,0.0,42.0,0.0,23.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,10,60
,,6,18,,,0,0,0,,4.0,0.0,14.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10,60
,,6,18,,,0,0,0,,7.0,0.0,17.0,0.0,13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,9.0,0.0,17.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,3.0,0.0,16.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,0.0,5.0,11.0,4.0,5.0,10.0,7.0,5.0,0.0,0.0,0.0,1.0,10,60
,,6,18,,,0,0,0,,5.0,9.0,12.0,13.0,5.0,16.0,4.0,8.0,1.0,0.0,0.0,1.0,10,60
,,6,18,,,0,0,0,,3.0,22.0,6.0,14.0,6.0,9.0,6.0,9.0,0.0,1.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,4.0,0.0,17.0,14.0,17.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,8.0,0.0,13.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,41.0,0.0,79.0,0.0,15.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,28.0,0.0,47.0,0.0,23.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,10,60
,,6,18,,,0,0,0,,9.0,0.0,27.0,0.0,18.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,10,60
,,6,18,,,0,0,0,,16.0,0.0,42.0,0.0,19.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,39.0,0.0,119.0,0.0,52.0,0.0,8.0,0.0,4.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,2.0,0.0,17.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,10.0,0.0,30.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,15.0,0.0,20.0,0.0,11.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,10,60
,,6,18,,,0,0,0,,8.0,0.0,17.0,0.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,2.0,0.0,13.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,3.0,0.0,10.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,4.0,0.0,10.0,0.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,4.0,0.0,10.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,10,60
,,6,18,,,0,0,0,,6.0,0.0,6.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10,60
,,6,18,,,0,0,0,,5.0,0.0,11.0,0.0,12.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,4.0,0.0,20.0,0.0,10.0,0.0,4.0,0.0,3.0,0.0,1.0,0.0,10,60
,,6,18,,,0,0,0,,7.0,0.0,18.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,30.0,0.0,69.0,0.0,21.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,22.0,0.0,33.0,0.0,20.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,4.0,0.0,23.0,0.0,6.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,4.0,0.0,15.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,16.0,0.0,34.0,0.0,10.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,44.0,0.0,144.0,0.0,51.0,0.0,26.0,0.0,0.0,0.0,1.0,0.0,10,60
,,6,18,,,0,0,0,,3.0,0.0,27.0,0.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,6.0,0.0,15.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,14.0,0.0,20.0,0.0,8.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,16.0,0.0,39.0,0.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,10.0,0.0,39.0,0.0,15.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,7.0,0.0,16.0,0.0,8.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,10,60
,,6,18,,,0,0,0,,8.0,0.0,32.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,5.0,0.0,11.0,0.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,6.0,0.0,10.0,13.0,16.0,13.0,6.0,3.0,1.0,4.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,2.0,0.0,8.0,0.0,10.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,7.0,0.0,12.0,0.0,20.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,6.0,0.0,16.0,0.0,11.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,49.0,0.0,77.0,0.0,27.0,0.0,6.0,0.0,1.0,0.0,3.0,0.0,10,60
,,6,18,,,0,0,0,,13.0,0.0,44.0,0.0,33.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,11.0,0.0,34.0,0.0,11.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,7.0,0.0,8.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,10,60
,,6,18,,,0,0,0,,23.0,0.0,50.0,0.0,17.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,58.0,0.0,293.0,0.0,83.0,0.0,19.0,0.0,1.0,0.0,1.0,0.0,10,60
,,6,18,,,0,0,0,,1.0,0.0,16.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,7.0,0.0,15.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,6.0,0.0,23.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,6.0,0.0,14.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10,60
,,6,18,,,0,0,0,,18.0,0.0,54.0,0.0,14.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,30.0,4.0,97.0,10.0,27.0,8.0,4.0,1.0,0.0,0.0,1.0,0.0,10,60
,,6,18,,,0,0,0,,19.0,0.0,47.0,0.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,5.0,0.0,34.0,0.0,16.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,9.0,0.0,35.0,0.0,9.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,4.0,0.0,32.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,5.0,3.0,14.0,14.0,6.0,16.0,8.0,5.0,1.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,5.0,0.0,9.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,15.0,0.0,28.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,42.0,0.0,125.0,0.0,19.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,10,60
,,6,18,,,0,0,0,,15.0,0.0,93.0,0.0,26.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,5.0,0.0,19.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,9.0,0.0,32.0,0.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,9.0,0.0,9.0,0.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,21.0,0.0,70.0,0.0,19.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,4.0,33.0,10.0,113.0,13.0,74.0,4.0,26.0,0.0,3.0,0.0,2.0,10,60
,,6,18,,,0,0,0,,5.0,32.0,9.0,112.0,19.0,59.0,17.0,23.0,3.0,3.0,0.0,1.0,10,60
,,6,18,,,0,0,0,,3.0,37.0,19.0,227.0,26.0,124.0,15.0,39.0,2.0,0.0,0.0,1.0,10,60
,,6,18,,,0,0,0,,13.0,61.0,33.0,232.0,49.0,97.0,21.0,41.0,6.0,6.0,1.0,2.0,10,60
,,6,18,,,0,0,0,,8.0,155.0,22.0,600.0,48.0,176.0,12.0,31.0,1.0,7.0,0.0,3.0,10,60
,,6,18,,,0,0,0,,2.0,58.0,2.0,357.0,14.0,151.0,5.0,44.0,0.0,5.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,11.0,140.0,44.0,685.0,45.0,317.0,22.0,103.0,5.0,5.0,2.0,6.0,10,60
,,6,18,,,0,0,0,,11.0,116.0,44.0,414.0,44.0,187.0,23.0,61.0,2.0,3.0,0.0,4.0,10,60
,,6,18,,,0,0,0,,7.0,88.0,23.0,509.0,30.0,199.0,20.0,53.0,2.0,8.0,0.0,1.0,10,60
,,6,18,,,0,0,0,,1.0,156.0,24.0,1064.0,16.0,524.0,9.0,117.0,0.0,4.0,0.0,2.0,10,60
,,6,18,,,0,0,0,,3.0,44.0,16.0,387.0,11.0,234.0,6.0,50.0,4.0,9.0,1.0,1.0,10,60
,,6,18,,,0,0,0,,14.0,49.0,51.0,252.0,32.0,131.0,22.0,34.0,0.0,9.0,1.0,1.0,10,60
,,6,18,,,0,0,0,,11.0,55.0,66.0,245.0,46.0,139.0,46.0,47.0,12.0,7.0,4.0,4.0,10,60
,,6,18,,,0,0,0,,3.0,60.0,14.0,254.0,25.0,139.0,22.0,56.0,2.0,10.0,2.0,3.0,10,60
,,6,18,,,0,0,0,,3.0,50.0,9.0,216.0,11.0,87.0,4.0,55.0,1.0,3.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,3.0,56.0,55.0,392.0,50.0,187.0,21.0,45.0,0.0,2.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,6.0,2.0,10.0,18.0,13.0,12.0,3.0,4.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,2.0,3.0,13.0,16.0,5.0,8.0,1.0,5.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,11.0,2.0,48.0,11.0,32.0,4.0,1.0,3.0,0.0,0.0,0.0,1.0,10,60
,,6,18,,,0,0,0,,13.0,2.0,35.0,17.0,11.0,12.0,8.0,4.0,0.0,0.0,1.0,0.0,10,60
,,6,18,,,0,0,0,,18.0,2.0,77.0,11.0,43.0,8.0,13.0,2.0,1.0,1.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,0.0,21.0,10.0,83.0,19.0,33.0,10.0,6.0,0.0,2.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,3.0,19.0,8.0,36.0,8.0,33.0,6.0,11.0,2.0,0.0,0.0,1.0,10,60
,,6,18,,,0,0,0,,4.0,13.0,7.0,111.0,10.0,58.0,4.0,13.0,0.0,1.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,2.0,32.0,16.0,98.0,22.0,47.0,12.0,16.0,2.0,3.0,2.0,1.0,10,60
,,6,18,,,0,0,0,,3.0,23.0,19.0,54.0,13.0,46.0,3.0,19.0,0.0,1.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,4.0,0.0,17.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,4.0,0.0,12.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,17.0,12.0,21.0,43.0,25.0,28.0,3.0,8.0,0.0,1.0,1.0,1.0,10,60
,,6,18,,,0,0,0,,3.0,8.0,15.0,29.0,11.0,18.0,2.0,11.0,0.0,1.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,28.0,11.0,116.0,55.0,37.0,36.0,12.0,9.0,3.0,0.0,1.0,0.0,10,60
,,6,18,,,0,0,0,,51.0,14.0,110.0,39.0,63.0,27.0,23.0,16.0,2.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,9.0,6.0,68.0,19.0,24.0,12.0,4.0,5.0,3.0,1.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,8.0,10.0,38.0,48.0,17.0,32.0,3.0,4.0,0.0,0.0,1.0,0.0,10,60
,,6,18,,,0,0,0,,3.0,58.0,8.0,57.0,8.0,40.0,4.0,7.0,1.0,0.0,2.0,1.0,10,60
,,6,18,,,0,0,0,,6.0,1.0,11.0,12.0,4.0,5.0,1.0,6.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,9.0,3.0,42.0,21.0,12.0,10.0,7.0,2.0,1.0,0.0,1.0,0.0,10,60
,,6,18,,,0,0,0,,1.0,2.0,14.0,12.0,5.0,9.0,0.0,2.0,0.0,1.0,1.0,0.0,10,60
,,6,18,,,0,0,0,,58.0,1.0,180.0,15.0,56.0,18.0,11.0,1.0,0.0,1.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,53.0,3.0,148.0,18.0,61.0,7.0,17.0,1.0,1.0,0.0,1.0,0.0,10,60
,,6,18,,,0,0,0,,6.0,0.0,25.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,12.0,0.0,58.0,0.0,21.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,5.0,4.0,15.0,8.0,3.0,11.0,0.0,3.0,0.0,1.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,8.0,1.0,12.0,16.0,17.0,3.0,5.0,7.0,1.0,0.0,1.0,0.0,10,60
,,6,18,,,0,0,0,,45.0,7.0,146.0,12.0,40.0,7.0,2.0,4.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,2.0,0.0,11.0,0.0,17.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,10,60
,,6,18,,,0,0,0,,4.0,0.0,9.0,0.0,15.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,5.0,0.0,28.0,0.0,15.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,4.0,0.0,17.0,0.0,16.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,10,60
,,6,18,,,0,0,0,,6.0,0.0,47.0,0.0,26.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,4.0,0.0,27.0,0.0,26.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,10.0,2.0,38.0,10.0,23.0,9.0,10.0,1.0,1.0,1.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,4.0,0.0,9.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,8.0,0.0,13.0,0.0,7.0,0.0,10.0,0.0,1.0,0.0,1.0,0.0,10,60
,,6,18,,,0,0,0,,16.0,0.0,44.0,0.0,35.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,11.0,0.0,79.0,0.0,43.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,3.0,0.0,30.0,0.0,21.0,0.0,12.0,0.0,2.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,1.0,0.0,12.0,0.0,12.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,41.0,0.0,190.0,0.0,105.0,0.0,30.0,0.0,1.0,0.0,2.0,0.0,10,60
,,6,18,,,0,0,0,,1.0,0.0,19.0,0.0,7.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,5.0,0.0,15.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,8.0,0.0,22.0,0.0,20.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,2.0,0.0,5.0,0.0,10.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,3.0,0.0,8.0,0.0,7.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,3.0,0.0,17.0,0.0,14.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,2.0,0.0,8.0,0.0,6.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,4.0,0.0,8.0,0.0,10.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,5.0,0.0,12.0,0.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,6.0,2.0,9.0,5.0,6.0,8.0,3.0,6.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,4.0,6.0,6.0,6.0,8.0,10.0,4.0,9.0,1.0,1.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,6.0,3.0,11.0,4.0,18.0,12.0,12.0,4.0,3.0,1.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,4.0,4.0,10.0,4.0,15.0,12.0,5.0,2.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,2.0,6.0,1.0,10.0,7.0,10.0,10.0,12.0,2.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,4.0,1.0,27.0,13.0,15.0,17.0,8.0,7.0,0.0,1.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,22.0,4.0,17.0,10.0,17.0,8.0,8.0,4.0,1.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,8.0,4.0,17.0,12.0,47.0,30.0,20.0,25.0,1.0,2.0,2.0,0.0,10,60
,,6,18,,,0,0,0,,10.0,15.0,18.0,17.0,22.0,19.0,14.0,15.0,1.0,2.0,0.0,1.0,10,60
,,6,18,,,0,0,0,,7.0,0.0,9.0,0.0,8.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,8.0,6.0,27.0,7.0,16.0,20.0,5.0,11.0,2.0,1.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,7.0,0.0,4.0,0.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,20.0,0.0,39.0,0.0,33.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,43.0,0.0,26.0,0.0,33.0,0.0,16.0,0.0,0.0,0.0,1.0,0.0,10,60
,,6,18,,,0,0,0,,1.0,0.0,12.0,0.0,57.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,2.0,0.0,7.0,0.0,15.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,1.0,0.0,12.0,0.0,10.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,4.0,0.0,9.0,0.0,18.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,2.0,0.0,11.0,0.0,11.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,10.0,0.0,33.0,0.0,26.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,3.0,0.0,6.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,2.0,0.0,10.0,0.0,15.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,4.0,0.0,16.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,7.0,0.0,18.0,0.0,6.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,5.0,0.0,14.0,0.0,7.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,2.0,0.0,9.0,0.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,10.0,0.0,19.0,0.0,11.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,10,60
,,6,18,,,0,0,0,,1.0,0.0,11.0,0.0,8.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,0.0,0.0,8.0,0.0,12.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,3.0,0.0,6.0,0.0,7.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,2.0,0.0,4.0,0.0,14.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,8.0,0.0,12.0,0.0,16.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,7.0,2.0,22.0,12.0,39.0,9.0,20.0,4.0,1.0,0.0,0.0,1.0,10,60
,,6,18,,,0,0,0,,4.0,0.0,17.0,0.0,15.0,0.0,7.0,0.0,1.0,0.0,1.0,0.0,10,60
,,6,18,,,0,0,0,,4.0,0.0,8.0,0.0,8.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,2.0,0.0,6.0,0.0,19.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,7.0,2.0,27.0,4.0,26.0,11.0,8.0,17.0,1.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,10.0,0.0,24.0,0.0,8.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0,10,60
,,6,18,,,0,0,0,,25.0,0.0,59.0,0.0,50.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,16.0,0.0,57.0,0.0,36.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,5.0,0.0,24.0,0.0,35.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,2.0,0.0,9.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,10.0,0.0,31.0,0.0,20.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,10,60
,,6,18,,,0,0,0,,2.0,0.0,5.0,0.0,8.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,3.0,0.0,24.0,0.0,8.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,11.0,0.0,24.0,0.0,13.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,17.0,0.0,10.0,0.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,0.0,0.0,16.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,3.0,0.0,11.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,8.0,0.0,12.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,9.0,0.0,27.0,0.0,11.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,10,60
,,6,18,,,0,0,0,,9.0,0.0,13.0,0.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,4.0,0.0,11.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,6.0,0.0,3.0,0.0,13.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,6.0,10.0,8.0,5.0,7.0,5.0,12.0,4.0,1.0,0.0,1.0,0.0,10,60
,,6,18,,,0,0,0,,3.0,6.0,6.0,6.0,5.0,7.0,7.0,4.0,0.0,1.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,14.0,5.0,19.0,10.0,10.0,12.0,7.0,3.0,2.0,1.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,10.0,8.0,10.0,12.0,24.0,11.0,14.0,8.0,2.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,6.0,12.0,15.0,9.0,16.0,26.0,16.0,17.0,1.0,1.0,1.0,0.0,10,60
,,6,18,,,0,0,0,,2.0,6.0,2.0,8.0,9.0,10.0,10.0,4.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,3.0,18.0,7.0,20.0,14.0,28.0,5.0,17.0,0.0,1.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,4.0,13.0,3.0,19.0,11.0,19.0,7.0,10.0,6.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,21.0,0.0,23.0,0.0,10.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,5.0,0.0,4.0,0.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,38.0,0.0,52.0,0.0,33.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,10,60
,,6,18,,,0,0,0,,16.0,0.0,43.0,0.0,25.0,0.0,10.0,0.0,1.0,0.0,1.0,0.0,10,60
