Node,x,y
925,528732.421145,171277.850500
926,529365.371387,171121.587500
927,526965.950745,183364.946000
928,525920.030172,183253.935000
929,526918.244992,182731.949000
930,524285.214773,182629.715500
931,524942.076861,182525.163500
932,525607.808041,182495.053000
933,526168.292092,182376.119500
934,527959.402537,182522.141000
935,526931.527475,182173.095500
936,525459.452345,181852.493000
937,528329.399026,181200.171500
938,527482.642406,181648.056000
939,529302.378463,181335.883000
940,525324.183292,181292.121000
941,527124.183756,181237.631500
942,526505.503427,181168.558000
943,525855.581898,180996.529000
944,529416.971055,180346.663500
945,527208.358144,179844.924000
946,529776.350174,179655.474000
947,529787.700993,178642.301500
948,529071.081887,178541.152500
949,528491.020846,178555.000000
950,529699.385048,178211.104000
951,540315.216901,171004.848000
952,539872.987714,171756.447500
953,538965.350742,171151.161500
954,545754.946405,176583.064000
955,545812.785362,177826.033500
956,536361.535788,168501.584000
957,535148.677966,167858.976000
958,543695.999785,159966.767500
959,520365.513858,179293.388000
960,519668.279513,178787.312500
961,533293.426851,192245.141000
962,533834.517032,191185.921000
963,512322.675623,186857.958000
964,511687.179141,185317.063000
965,536836.190176,177437.960000
966,547417.980828,186639.141000
967,546622.812479,186703.702000
968,531021.814343,179704.863500
969,531660.986353,179453.088500
970,524907.148419,161956.261500
971,537380.165018,179328.310000
972,537489.272498,180168.612500
973,516937.164587,189448.971500
974,535185.203448,186842.825000
975,534555.585560,187120.747000
976,542938.824833,187654.379500
977,542280.468242,189289.041500
978,540765.554908,175177.598500
979,537431.558158,177848.558500
980,540021.673161,179074.050000
981,540116.141404,178335.247500
982,538714.446982,177140.679500
