,Name,S,E,A,Ia,Is,R,Im
0,E06000001,0.9907988775764537,0.000596339099202171,0.0007157115799288976,0.0006974962811111777,0.002145264127538616,0.008624695817365802,1.752413047945937e-05
1,E06000002,0.957805277089286,0.0051392321061285145,0.004723131667637185,0.002763294341916551,0.007079864243474635,0.028444326629929684,6.298620849217266e-05
2,E06000003,0.9911445138493471,0.0006098087185726027,0.0007213054935876771,0.0006999732423524746,0.002161102841510607,0.003793818978380492,1.975621446182878e-05
3,E06000004,0.9944060217740018,0.00026896985884031606,0.00032650513422640077,0.0003342037221029109,0.001045514670779079,0.007363251748771504,1.1795107729698437e-05
4,E06000005,0.9918867560339476,0.0024900672069903384,0.0023034652073720355,0.0013238381829507235,0.003613308008408694,0.004004440724182157,1.076123075358662e-05
5,E06000006,0.9916715224969184,0.0015292908421472363,0.0014898345703767684,0.0009492115284199926,0.002638159034813719,0.004336131280445188,2.5574923019930425e-05
6,E06000007,0.9927245107435432,0.0021814648771125832,0.0018914984070965552,0.0009551819528652115,0.0025146478037112053,0.0029066029217887923,2.1614483094053242e-05
7,E06000008,0.9920574998614234,0.0007580077322678558,0.0008015340806914433,0.0006129202283057435,0.0017968548434361623,0.006222641130750994,1.8438352991017745e-05
8,E06000009,0.9935244237959787,0.0009522179799659906,0.0009567944736739995,0.0006500550005627059,0.0018338786896462574,0.015596855470062398,1.2276758527740577e-05
9,E06000010,0.9956951878516691,0.0003791421826030365,0.0004008244188881367,0.00029688108655652007,0.0008611284506628402,0.0023736489666986715,1.0322641290477119e-05
10,E06000011,0.996682667824678,0.00038294736818869553,0.0004205714331787973,0.0003572438470934503,0.0010713365588163623,0.00629462379980672,9.275920958205764e-06
11,E06000012,0.9948183381350173,0.00036431757006057867,0.0004506089569415697,0.00047648755170668066,0.0014869262446585876,0.002604143372266665,8.134201294342472e-06
12,E06000013,0.9956370376498713,0.0009408897019454991,0.0009652245112486586,0.0006928678426177315,0.002002012717180395,0.0022394451987707287,4.896169926791042e-06
13,E06000014,0.9948666297791674,0.0006697784433933795,0.0006740489140694603,0.00046465576455894335,0.0013267063922528784,0.002264850361812676,1.4393534432846354e-05
14,E06000015,0.9846015274139613,0.004034908841274327,0.0035368784196039425,0.0018588281592960198,0.004719443032803709,0.009722569198579611,4.353519306608231e-05
15,E06000016,0.985420389768708,0.0020023110533021007,0.0019207788172849942,0.0012207463733248573,0.003297411947778019,0.011392192920285926,3.172437913546425e-05
16,E06000017,1.0,0.0,0.0,0.0,0.0,0.0,3.1605195628163963e-06
17,E06000018,0.9885685271270099,0.0018691923980807689,0.0017714058195286678,0.0010727787682528274,0.002855462706650762,0.008684202594658297,2.3939755338903155e-05
18,E06000019,0.9945709503258399,0.0007448297028104223,0.0007666953782241588,0.0005498754148453417,0.001577035788965811,0.006056136898509479,1.1870899295443187e-05
19,E06000020,0.9936266825995672,0.0005183559054586158,0.0005806565863430303,0.000506026985223209,0.001519235951831205,0.006649879767337108,1.2857685977479009e-05
20,E06000021,0.995326101562731,0.0008936769123151657,0.0008318465053252843,0.0004797709203046678,0.0013026797496484576,0.0036146317701291064,1.6167024440285566e-05
21,E06000022,0.9940947687195875,0.001200692685585712,0.0011399239427265302,0.0007037945535448358,0.0019453982118658464,0.002641728926823239,1.9449049837841796e-05
22,E06000023,0.9925562400881143,0.001867514394454752,0.0016460440375145491,0.0008740046787601484,0.002200552889035182,0.004235340636199125,1.6149603722563828e-05
23,E06000024,0.9953979272060871,0.0005488108793953754,0.0005884247996580935,0.0004765069458108486,0.0014318504621925545,0.006771345853268107,9.065302354658492e-06
24,E06000025,0.9948851277423877,0.0026381096862026325,0.002136794359700784,0.00096329827682857,0.002442077910189064,0.004080166006229624,2.0446386169436655e-05
25,E06000026,0.9964347595596792,0.0004726038665469821,0.0004906638448031517,0.00036246016366404916,0.001051863881242738,0.001771114400314855,6.602774848140981e-06
26,E06000027,0.9932878174506206,0.0009540597304179828,0.001019477540045849,0.0008132387423845409,0.0023716995312535625,0.005214994814997209,1.2365036900880278e-05
