,Name,S,E,A,Ia,Is,R,Im
0,E06000001,0.996973462273252,0.0002057150337201831,0.00027869699389660384,0.0005522618154280013,0.0008363700992334758,0.0023430154443955242,1.7342353970323883e-07
1,E06000002,0.9870033133296421,0.0016262198090266629,0.0015023972735450618,0.001365871309870709,0.0015861198569105323,0.007073697402041557,6.233285721081766e-07
2,E06000003,0.9969779495120334,0.0002120993087424962,0.00027940558543862524,0.000517192312767706,0.0007732271026533297,0.002557923799806461,1.9551284710660088e-07
3,E06000004,0.9981397951544068,9.856496446200147e-05,0.00014104656227097132,0.0003018249611129548,0.00046571631295294196,0.0014473770991882962,1.167275794974817e-07
4,E06000005,0.99718054163348,0.0008412065526297519,0.0008623893111256893,0.0010328165832881068,0.0013903641613463129,0.013760439985387785,1.0649605303029671e-07
5,E06000006,0.9972937641519202,0.0005181574961597074,0.0005558540942787524,0.0007255532590819107,0.0010001038741358512,0.003666698007226854,2.5309636235321e-07
6,E06000007,0.9977537808856068,0.0006694115480364357,0.0005845386896649961,0.00046691956226008603,0.0005657510171736115,0.001067972065477485,2.1390277659825827e-07
7,E06000008,0.9975587782457503,0.00023186100970432142,0.000246498681365289,0.00029810071686249204,0.000411310531880916,0.0038214342219992092,1.8247093319398448e-07
8,E06000009,0.9977459098412582,0.00032864313597088423,0.00036492757896415025,0.0005181101629803892,0.0007399003907746616,0.0011665995647756056,1.21494126196918e-07
9,E06000010,0.998539201559658,0.0001347801550283931,0.00016467865656689829,0.00027508933325404335,0.00040708676705454496,0.0026498603470623827,1.0215565295976837e-07
10,E06000011,0.9988907958112371,0.00013031743416189894,0.0001542364754490996,0.00024231316038052594,0.0003571292475724558,0.0007676376419396558,9.17970251628217e-08
11,E06000012,0.998263475281538,0.0001312937989949829,0.0001890190331373424,0.0004000338612869619,0.0006084601798896142,0.0011208568425077337,8.049825826034697e-08
12,E06000013,0.9984574564830323,0.0003145158941735542,0.00035359942148857523,0.0004939993453086055,0.000689764345361212,0.0028986890618507566,4.845382318329129e-08
13,E06000014,0.9981931530533076,0.0002443174342133145,0.000285766223061358,0.00045031886112719105,0.0006523530075303894,0.00508359798995095,1.4244231364920038e-07
14,E06000015,0.9954386195202924,0.001244346384602042,0.0010994227945899568,0.0009046782777231616,0.0010370800597203271,0.003427875070502906,4.308360572887502e-07
15,E06000016,0.9956561710020165,0.0006201296686685695,0.0005996895333844672,0.0005991286629319577,0.0007334065370287122,0.0013728556762555577,3.139530449746752e-07
16,E06000017,1.0,0.0,0.0,0.0,0.0,0.0,3.1277357271871994e-08
17,E06000018,0.9966537234987393,0.0005755094780963291,0.0005477187685361079,0.000518879637946963,0.0006221510432457863,0.0020007300876910827,2.3691430027689325e-07
18,E06000019,0.9981272145531719,0.0002522150771943135,0.0002854034772136104,0.00041732194009452,0.0005966889575243029,0.006088326999739158,1.1747763335188046e-07
19,E06000020,0.997901142613982,0.000178729137248693,0.00022307648855324935,0.00038217110653826096,0.0005614629186887923,0.0043979776233943335,1.2724314151967552e-07
20,E06000021,0.9985529775129514,0.0002812788572957761,0.0002705072565639466,0.0002803882191831122,0.0003731695294670751,0.005270244439120719,1.599932509170403e-07
21,E06000022,0.9979990696622831,0.0004152497115934077,0.00043475507130898735,0.0005487953780314063,0.0007583979001290393,0.0016545052689963535,1.924730628259556e-07
22,E06000023,0.9978169882723374,0.0005682876843502576,0.0005035507523553198,0.0004176281638671802,0.00047712582394817115,0.0051839048945893085,1.598208507779854e-07
23,E06000024,0.998439126252323,0.00018953423932024073,0.00022907208620001886,0.00037245066196147747,0.000542692240399689,0.003959518125416284,8.971268643929217e-08
24,E06000025,0.998424284679672,0.0008169427571262906,0.0006709774972051255,0.0004971899811313862,0.0005871764584832538,0.004856132870338259,2.0234297318199623e-07
25,E06000026,0.9987416289199385,0.00016614065648223587,0.0001949710554171302,0.0003053281124455413,0.0004399728055834466,0.006033949445919062,6.534284753074096e-08
26,E06000027,0.9977431654632538,0.00034147196521453334,0.0004194684616339337,0.0006933367814974612,0.0010036417382928164,0.00491339953731762,1.2236775287797215e-07
27,E06000030,0.9980734024120363,0.00010868290315820572,0.00012313016359858712,0.00017005644310226397,0.000254374420122242,0.001705162119458592,1.6313540994160702e-07
28,E06000031,0.9985232273032755,0.00021535954870245658,0.0002480841183565792,0.00036535104804550153,0.0005168711354103451,0.00167804940891636,8.023123623677654e-08
29,E06000032,0.9924291938917921,0.0007693059228145678,0.0007776853674758101,0.0008409636613457755,0.0009876820209996876,0.0015214236516737367,5.294571977078008e-07
30,E06000033,0.9974805672856624,0.0012851894209469233,0.001060156722191096,0.0007974372032746269,0.0009508898541223244,0.0030057216060257463,3.0733448422995203e-07
31,E06000034,0.9965225496008449,0.0003390541892215906,0.0003526474772373352,0.0003997782229038191,0.0005370259727599903,0.0019230758899323463,2.3583634117431632e-07
32,E06000035,0.9970668673340415,0.0006101342403390436,0.0005559612460441938,0.00048408441521887005,0.0005648881211047267,0.002338096701724357,2.429407628738894e-07
33,E06000036,0.9973679645453184,0.0005465308703303327,0.0005715885397471368,0.0007113823639684112,0.0009687392744270327,0.007104306744371458,1.9941738628206244e-07
34,E06000037,0.997544467091404,0.0005231067441060028,0.0005353439477623139,0.0006335226159466767,0.0008503710862048429,0.002057688956397241,2.3267756187645306e-07
35,E06000038,0.995257918247325,0.00021654756968214302,0.0002593665199219542,0.0003946228886204251,0.0005706371528896746,0.005744600495067309,3.0696468074790534e-07
36,E06000039,0.9905083869357836,0.0006938529529637265,0.000719652367164051,0.0007961663294002839,0.0009390516369662641,0.0047568032629135,4.619317431386038e-07
37,E06000040,0.9969202909114471,0.0004884009413526267,0.0004625350697113741,0.00045569618626283107,0.0005886796198631537,0.004865915518543318,3.1578769778197675e-07
38,E06000041,0.9974586514442021,0.0005077920637287408,0.0004783716345373849,0.0004645668239249296,0.0006016028249087263,0.001948385003318176,2.573491310035542e-07
39,E06000042,0.9945419554621424,0.0006381665787121496,0.0006268591326653343,0.0006399232087148263,0.0007671719726300773,0.01037169353962808,3.8289996831470785e-07
40,E06000043,0.9968244630468535,0.0002240699362000972,0.000237436195783844,0.00028571326891213084,0.0003947830940661711,0.0038887283715947074,1.8793326588885224e-07
41,E06000044,0.9966125998254919,0.000756411955063569,0.0006879588091973745,0.000598967589874054,0.0007097173244170528,0.0009093242105279176,2.6908809279260255e-07
42,E06000045,0.9966854337287622,0.0004096415389625298,0.0003895808632688581,0.0003712533637684709,0.0004740153090648764,0.0016831823312615235,2.111231086879028e-07
43,E06000046,0.9978290126603727,0.0005876132320824906,0.0006272615189804953,0.0008194217458421574,0.0011292269967012793,0.0037782872082109398,5.664165487253196e-08
44,E06000047,0.9977718943780247,0.0011397548261389565,0.0008980759034164368,0.0005875092287376857,0.0006455048076318627,0.00220549002363013,2.73077270804005e-07
45,E06000049,0.9984869800315178,0.0007782494331032491,0.0006292552421154692,0.0004307062495110501,0.000487397312139115,0.0012686616393100536,2.1880210554486333e-07
46,E06000050,0.9983753621020806,0.0007247544956006167,0.0005987200193176284,0.000449418025930471,0.0005367712355404442,0.005006649337712221,2.049987779811256e-07
47,E06000051,0.9985212451068547,0.0007001544502805438,0.0006025028356817044,0.0005038641296511335,0.000615291817734666,0.0008371462360624582,1.4040765281910275e-07
48,E06000052,0.9991438612494171,0.0015955045485644833,0.0010991209430070252,0.0005892595508941546,0.000620542819209651,0.0013634451677871917,1.1062349162850713e-07
49,E06000053,1.0,0.0,0.0,0.0,0.0,0.0,0.0
50,E06000054,0.9987115834114394,0.0003689297953582053,0.0003201702948939628,0.0002526260985700634,0.00029932827799791306,0.004065402946082264,1.5968017859296406e-07
51,E06000055,0.9977725775102146,0.0009675922532600171,0.0008130021837842585,0.0006257756982513497,0.0007579058976435487,0.0016394530437040533,1.9999267540484334e-07
52,E06000056,0.9975063309002958,0.0007663993732380689,0.0006526140341735619,0.0004978693001962926,0.000584380525682888,0.0018938260859747702,2.548058942076678e-07
53,E06000057,0.9978057098960119,0.0007610768657867826,0.000650969517121712,0.0005407252935522282,0.0006622973420857469,0.0008540108199971419,1.7496166897908966e-07
54,E06000058,0.9989350633012745,0.0001902745283959798,0.0002029048099133345,0.00026444379480965153,0.00036645520701958356,0.0029211257432921744,8.707487861968307e-08
