,Name,S,E,A,Ia,Is,R,Im
0,E06000001,0.9812217952375816,0.0013962975193491656,0.0015251432288540983,0.0008217954604628395,0.00326317491480785,0.00897771025895333,5.70610369760936e-05
1,E06000002,0.9122069468311323,0.012573356979393963,0.011361125585355717,0.0044942864632935625,0.01615804338543669,0.017211824329072423,0.00020509196595908276
2,E06000003,0.9819398074749666,0.001419288748768782,0.00151388169840869,0.000777827710668417,0.003058313686980876,0.0039012673593331604,6.432901679403756e-05
3,E06000004,0.9900784356776136,0.000632846997737219,0.0006969594123799667,0.00038291763837541246,0.001527976614236174,0.0030793283759461554,3.840653201539582e-05
4,E06000005,0.9831099683218928,0.0059088195587921,0.00530335006080849,0.0019829914879452783,0.007084424998705926,0.01918809445978764,3.504008296779275e-05
5,E06000006,0.9838694735528336,0.0036539130642907064,0.0033894393758592822,0.001325042825467545,0.004788686595469336,0.005033403985505225,8.327555137822843e-05
6,E06000007,0.9854928899428648,0.005335775490244606,0.004545140713943284,0.0015956239706820298,0.005691815798221558,0.004029124259760319,7.037980118297838e-05
7,E06000008,0.9849473382165564,0.0018220557284006108,0.0018374248885336566,0.0008731333700466001,0.003389341046325285,0.00637449413224378,6.0037874234727106e-05
8,E06000009,0.9865440020535058,0.0023259501637916836,0.002255044909002414,0.000973407120134082,0.003634610061289362,0.007999430005094621,3.997485485052091e-05
9,E06000010,0.9918998317006653,0.0009107810902220977,0.0009110485135946482,0.00041328485422794726,0.0015590657405273004,0.002373587035840341,3.361197390405628e-05
10,E06000011,0.9930526072699779,0.0008959955912026688,0.0008973788395222286,0.0004002505699495972,0.0014899233664290511,0.0024607393944497957,3.020370507991274e-05
11,E06000012,0.9890884090346629,0.0008375692288450606,0.0009256614023390246,0.0005082795923164846,0.002010440057697964,0.010467019578023984,2.6486105052202485e-05
12,E06000013,0.9906064835455224,0.0022214551865013614,0.0021312695841274607,0.0008740158133641475,0.003186719329591041,0.0026070913031293053,1.5942618868384518e-05
13,E06000014,0.9908641971820898,0.0016122385547631493,0.0015513886836956245,0.0006600411489859085,0.002450073483044218,0.004371596018568624,4.6867375328665104e-05
14,E06000015,0.9705871473964212,0.00976195867362979,0.008399008574589813,0.00300176568780157,0.01054395801765035,0.01247194518034489,0.00014175672021027625
15,E06000016,0.9720868197555267,0.004822335593060136,0.004445657543106658,0.0017823488418889746,0.006459876435466267,0.009626315673488817,0.00010329904659259219
16,E06000017,1.0,0.0,0.0,0.0,0.0,0.0,1.0291096830676947e-05
17,E06000018,0.9788335559801956,0.004557149852531274,0.0041983583933253845,0.0017231027206427978,0.006289142353994861,0.008830098901047356,7.795121510838752e-05
18,E06000019,0.9892330110751508,0.0017733051582307325,0.0017277108341015208,0.0007421108139761313,0.002758249101152728,0.009111429107737212,3.865332002810245e-05
19,E06000020,0.9890127702088255,0.0012163179208924625,0.0012482266876485165,0.0005856160025165727,0.0022241076797615863,0.0049245705128990735,4.186643644589916e-05
20,E06000021,0.9912000477271649,0.0021892603752273437,0.0019907978090439277,0.0007772718792279918,0.002828376747612847,0.002455803350193908,5.264210857490738e-05
21,E06000022,0.988674141558675,0.0028873664480918407,0.002616901623354825,0.0010015829266464787,0.0036087465435791135,0.003225851675691893,6.332884551663162e-05
22,E06000023,0.9862254592295497,0.00458574096769624,0.003972203182851437,0.0014666288078800046,0.005167962884199978,0.004472896824743722,5.258538426443529e-05
23,E06000024,0.9908858181772785,0.0012999551421181796,0.0013045991807177268,0.0005806541159532557,0.0021677976432569017,0.002900237788633686,2.9517901242800778e-05
24,E06000025,0.9904488969339669,0.006425214716487081,0.0050867230055432,0.0015621904615331637,0.005317581058680072,0.004813510836418788,6.657631307922714e-05
25,E06000026,0.9928530642709096,0.0011282859787696193,0.0011049675941770937,0.0004835415278375684,0.0018071810304506224,0.003967136418764117,2.1499564854085514e-05
26,E06000027,0.9856674672912832,0.00224772405256981,0.002236864861838729,0.000995534373510625,0.0037638639990423047,0.007049268174182721,4.02623016667734e-05
27,E06000030,0.9876359952339114,0.0008420837209125087,0.0009016529839600613,0.000481924802476498,0.001944598831579926,0.005121378698687784,5.367596391307184e-05
28,E06000031,0.9912283756491045,0.0015135186171445986,0.0014800322229925964,0.0006267057981440015,0.0023065567298056395,0.008020134030100379,2.639824758148971e-05
29,E06000032,0.951549238232723,0.006017440012085473,0.005944576659696619,0.002852323354351474,0.01049539166744307,0.015103015595826608,0.00017420574385323487
30,E06000033,0.984718642998697,0.009853462372017573,0.007821574030073842,0.0024002087009649593,0.008167685751890865,0.013905511895559775,0.00010112136102563037
31,E06000034,0.9781526286148997,0.002654086115911477,0.00263596006334035,0.001210144535570616,0.004673741333973754,0.006862878204368039,7.759653739672211e-05
32,E06000035,0.9808964125771112,0.004860103247492665,0.004319879876713625,0.0016691053850110865,0.005935670850347181,0.009553808190864044,7.993408436402997e-05
33,E06000036,0.9844365307862731,0.0038872928983408363,0.0035916680813542637,0.0013983191113372787,0.0050615049682878775,0.012569453326105595,6.561371582997506e-05
34,E06000037,0.9853507210087135,0.003736462921886837,0.0033740320083764748,0.0012507004027547993,0.004443177591623185,0.008585438210137353,7.655721353893943e-05
35,E06000038,0.9701091276843953,0.0017174995299474678,0.0019324311553273,0.0011469573429696213,0.004768086561030006,0.005715853904183388,0.00010099968567406584
36,E06000039,0.9464928094075213,0.005590494650372917,0.005743244613054448,0.0029947465948770577,0.011580643590012762,0.02072446552747731,0.00015198804222752802
37,E06000040,0.9830863122262758,0.003806676542109951,0.0034227619813288466,0.0012909948293004275,0.0046477216919204615,0.007547671964922675,0.0001039026970073794
38,E06000041,0.9860461794838712,0.003920370864299274,0.0035118935972739684,0.0013157795094093318,0.004735091620810395,0.006230614634245346,8.467482733363398e-05
39,E06000042,0.9708824923739978,0.005018277870261593,0.004722591463764672,0.001997526380432829,0.007163857238974998,0.01055564432687095,0.00012598444990534683
40,E06000043,0.9795810066136178,0.0017570001398508751,0.0017608690201619773,0.0008253785206841609,0.0032174887255801005,0.005912812951973878,6.183512948860401e-05
41,E06000044,0.978826003792903,0.005977359768228649,0.005321968818728229,0.002087063303591321,0.007486729948610258,0.014618794239435018,8.85372633896161e-05
42,E06000045,0.9831364909398806,0.0032242410472700976,0.0029454563402351855,0.001163316549864977,0.004271129098590217,0.008741418623168906,6.946521522950594e-05
43,E06000046,0.9869138277080026,0.004080405268539578,0.0037650088274822123,0.001456179093799445,0.005273460414694451,0.0043365781850216445,1.863663703669819e-05
44,E06000047,0.9852486471840673,0.009117734022076478,0.007089444712338952,0.00213460636028121,0.0072968320242952685,0.011996703562145883,8.984981089269655e-05
45,E06000049,0.9908737556316344,0.006273267721276374,0.004983904016077921,0.0015468512912070141,0.005313665361539275,0.005266029293506613,7.199181297018249e-05
46,E06000050,0.9912693709907251,0.005684817127526661,0.0045115575210416,0.001388090665828077,0.00472876056905355,0.0047927196073142,6.745014471767559e-05
47,E06000051,0.9916270420769707,0.0053026430045396535,0.004261623340283817,0.001324354718042044,0.004513979297075902,0.005581625224105213,4.6197916862653635e-05
48,E06000052,0.9946524634614057,0.012657190336354662,0.008587470546983127,0.002100339621927996,0.006779364294236546,0.009933015902867326,3.639812194492384e-05
49,E06000053,1.0,0.0,0.0,0.0,0.0,0.0,0.0
50,E06000054,0.9926965494058289,0.002955492160927115,0.002493764535471355,0.0008621575921339041,0.0030644104186335007,0.010386808390417945,5.253909930932053e-05
51,E06000055,0.9863849925690495,0.007563336717015473,0.006155603144657346,0.0019894596707980276,0.006887855974812409,0.006706408522085594,6.580300151727632e-05
52,E06000056,0.9836973228710492,0.006124885778675727,0.005075687488950066,0.001684070168713451,0.005903446077021977,0.004225508669500999,8.383803361406534e-05
53,E06000057,0.9865041654330555,0.005759446407022243,0.004597867770397989,0.001415405181877991,0.0048130788562791285,0.003637064372776777,5.7567123125837325e-05
54,E06000058,0.9938610832450694,0.0013283385875858986,0.0012169406802575783,0.00046560820929585604,0.0016728917944361086,0.0033727233984033322,2.864999109756843e-05
55,E06000059,0.9928998636188514,0.0018648139777801228,0.0016800279813679545,0.0006218146804161862,0.0022145194166059,0.0024649097901774386,3.2223207109570514e-05
56,E07000004,0.9897528254528593,0.001086628497813045,0.0011177186377001958,0.000523279887497486,0.0019897926815721843,0.01050592059132227,4.489546154491371e-05
57,E07000005,0.9754048887754299,0.015360311370436848,0.012378264670810832,0.003856881528811623,0.013121294664597405,0.012191873282191734,0.00016582643384745587
58,E07000006,0.9666770187591367,0.007886808460020104,0.007175015800161969,0.0026979912111103122,0.009624293161421082,0.010633594839237981,0.00013313014474550925
59,E07000007,0.9861869865110937,0.0026008741726926726,0.002402708608588395,0.0009504040499871199,0.0034684824774787663,0.009488035472651646,6.837674057426105e-05
60,E07000008,0.9875778736308298,0.0023447441929992266,0.0023119474200300315,0.0010525343200703582,0.004013208479738958,0.0060159961443484455,3.721299235156092e-05
61,E07000009,0.9813472097319076,0.012556254996009092,0.010500060951232867,0.0034189841187517002,0.011705771188267327,0.006093622603221993,2.1146892272883123e-05
62,E07000010,0.9828684534986832,0.003066066899157487,0.0030654294779413455,0.0013836436439545545,0.005210118099902988,0.00564513978399761,3.875407761816051e-05
63,E07000011,0.990173052652999,0.0005792517991637274,0.0006598994270108325,0.00038123029789952176,0.001546505042019072,0.009163954081827241,2.1308066946900595e-05
64,E07000012,0.9863907929420861,0.00257386683693539,0.0024459892316950615,0.0009861915364774393,0.0035918892742670544,0.002975777695709114,2.7310956697415913e-05
65,E07000026,0.9726989414398244,0.00684415643113601,0.0061444303376576095,0.0022775031579290498,0.008109158930553076,0.0047407673261403716,8.827787881780932e-05
66,E07000027,0.9538969059446083,0.016851917860794714,0.01412824089504934,0.004668123150317704,0.016196444297218143,0.015138013238107817,0.00015353109563075333
67,E07000028,0.976954063729427,0.007422639834459986,0.006430997155161162,0.00226210581689814,0.007971633939590075,0.01880855462716058,0.00010690171257080012
68,E07000029,0.9632614897551567,0.0142551916788628,0.012220365534774515,0.004166362576667978,0.014506122328055617,0.011268320795751241,0.0001069064674780078
69,E07000030,0.963929320270185,0.003170710906527827,0.003389802846843781,0.001718909016732794,0.00667147967537643,0.007404448301850608,8.651919997372632e-05
70,E07000031,0.9746553927682957,0.03453161533626332,0.025898432420498708,0.00719356257927564,0.023828222565567655,0.012381758836418122,0.0001799212438642719
71,E07000032,0.9828395301596643,0.007031812783691627,0.006119184654206772,0.0021298986570017727,0.007454845809397048,0.009218182463996416,7.277256536337978e-05
72,E07000033,0.9791974430956379,0.0074728764827050945,0.006723334788062587,0.0024783911627365056,0.008824303520704265,0.00820062009875111,4.730095256192567e-05
