,st_areasha
1468,2219954.302678
1469,5981226.3521765
1470,4474195.85586
1471,4716059.543535
1472,6328332.5538005
1473,5318144.820695
1474,9801897.226934
1475,10437136.50495
1476,2926370.107411
1477,4608404.8385235
1478,3709559.1456005
1479,3886073.5796075
1480,4623763.3224215
1481,9021222.4157145
1482,3421583.339706
1483,5034824.090233
1484,5336547.1132315
1485,35625282.7518405
1486,1386630.520129
1487,1661663.372894
1488,5751066.9565795
1489,20713745.356701
1490,8671291.1597315
1491,5594059.224911
1492,3919213.529838
1493,10054112.829895
1494,4961841.7595545
1495,6486125.9746195
1496,113799282.357254
1497,15655347.8357625
1498,7409780.0282515
1499,3747577.795581
1500,40505961.663317
1501,68406028.7531995
1502,6495303.1724085
1503,35131122.632106
1504,6378660.4176725
1505,6703671.980832
1506,13421001.48045
1507,55341752.9217675
1508,8194757.325882
1509,12080606.397583
1510,4177308.686165
1511,2681543.2842505
1512,5242144.4855235
1513,6472482.6492675
1514,5342876.936848
1515,3690489.3460235
1516,4365865.8387135
1517,2753778.421754
1518,3817069.949107
1519,73060297.6544525
1520,8718112.595749
1521,3974892.461534
1522,1311656.784699
1523,3035171.89556
1524,2596408.21131
1525,34863284.764381
1526,5564883.7507625
1527,5989790.843365
1528,2176231.353039
1529,3876383.122225
1530,1968491.748793
1531,5718918.986733
1532,31718254.1850225
1533,7523602.9196055
1534,2572645.5266685
1535,7471261.1735685
1536,4833048.8834355
1537,23578208.4686275
1538,46197602.6391705
1539,4454186.7150935
1540,8963845.5009485
1541,3782601.2924435
1542,2211225.2042185
1543,3960940.2579345
1544,3644192.3293775
1545,27683927.1295065
1546,3513103.8062665
1547,5707327.1299975
1548,11850096.9439225
1549,1626597.706297
1550,8817434.700172
1551,2806792.3978865
1552,2331034.5844925
1553,5110211.8297625
1554,3189800.2928855
1555,3111589.444794
1556,5384360.7386045
1557,1726705.7098685
1558,17628143.9045595
1559,4278089.593749
1560,4907805.008229
1561,3817927.71395
1562,10260711.9138365
1563,5123287.0246255
1564,13391761.1536775
1565,12588218.0219465
1566,33685505.93142
1567,5278401.757494
1568,5806872.196923
1569,10236615.899183
1570,18493813.830401
1571,31138589.018362
1572,5726312.750523
1573,13321856.7405775
1574,4271757.809368
1575,5327802.4563245
1576,11089363.5370785
1577,1647351.4695125
1578,1629176.3140425
1579,124678786.6117255
1580,2324983.5179265
1581,1411471.353169
1582,1491151.7998605
1583,2118271.8117865
1584,1533248.5802355
1585,3578595.166867
1586,1497614.7682115
1587,902139.2961085
1588,3243458.2780075
1589,7160767.752929
1590,1720799.444904
1591,1981864.501322
1592,1368457.66255
1593,5525263.0432855
1594,18218449.2477895
1595,1421484.0347165
1596,3404060.4702585
1597,1770542.7674255
1598,4279727.1212725
1599,460265.1772545
1600,818761.602057
1601,1431671.2383155
1602,3437606.319528
1603,3319354.8574275
1604,1312863.5453945
1605,2078506.5616645
1606,2120609.2799905
1607,3129610.1884335
1608,835019.2458075
1609,31573830.024148
1610,1538451.9071005
1611,2031312.8115335
1612,2535118.7605155
1613,1991087.943021
1614,1402686.357761
1615,1764950.604016
1616,1018152.646807
1617,2307009.533357
1618,1456634.739403
1619,1553403.3685805
1620,1617447.329765
1621,1395394.5878475
1622,1253427.0063185
1623,6530716.8142815
1624,2151720.1373035
1625,1396792.407464
1626,1425911.2109225
1627,1978784.2380525
1628,1770704.6754275
1629,2284873.52566
1630,4853773.7512465
1631,2861901.931891
1632,3313557.6735515
1633,14236077.54122
1634,1249896.0654485
1635,1343444.598896
1636,2780033.0995305
1637,8024478.89858
1638,12989418.0769305
1639,3708716.9303115
1640,1826104.282569
1641,5622926.234607
1642,4936539.564036
1643,1136926.9327715
1644,3657346.5390595
1645,1453434.037365
1646,1188896.020255
1647,1085883.4353435
1648,2383298.0672245
1649,3854732.7071425
1650,2277811.0896015
1651,1432500.9940705
1652,1975118.2921835
1653,2115783.4835805
1654,16545200.5944725
1655,1550168.757983
1656,1929185.824282
1657,10075841.347571
1658,1528091.3595665
1659,19171360.6347435
1660,24624182.788499
1661,3816880.232084
1662,21780866.216804
1663,8071010.4629325
1664,1988546.1636315
1665,17857474.3775535
1666,2060329.5743575
1667,2380428.34691
1668,3003542.2346965
1669,3481408.471001
1670,1315346.9679365
1671,1985490.225617
1672,1319060.6242815
1673,9602851.284472
1674,2125892.207622
1675,1324727.892409
1676,1232036.637442
1677,1068696.750584
1678,2428720.008225
1679,2123433.958265
1680,3866157.1380715
1681,1643284.8257625
1682,1875931.253851
1683,5023736.170655
1684,2051603.8152705
1685,3270904.7085325
1686,2036448.07691
1687,1071125.896392
1688,2700424.3788125
1689,1832366.0339635
1690,6026482.367295
1691,4873549.658029
1692,1184016.845972
1693,7250297.3998105
1694,1147983.848009
1695,1286482.8735555
1696,7561409.8733655
1697,2366471.1003105
1698,3577824.0358305
1699,1245664.791522
1700,2674693.651179
1701,2483581.781883
1702,1976714.190974
1703,1569687.7639295
1704,3163291.358571
1705,1868587.6109355
1706,1593067.6630815
1707,5571728.558519
1708,3117253.6936805
1709,1560278.7450795
1710,1638242.3891515
1711,949890.206025
1712,2341119.5667545
1713,1136003.8262305
1714,2366934.876955
1715,1209726.4170385
1716,3810433.0680055
1717,2506658.016069
1718,2134701.4227035
1719,2196268.526074
1720,1983666.169623
1721,2031452.7426745
1722,834614.609516
1723,2285226.9413505
1724,1225894.2219665
1725,1256410.9618925
1726,3270499.336649
1727,866713.1355855
1728,1955443.811385
1729,2046107.543882
1730,1056565.750127
1731,2690614.1711245
1732,1200680.5973485
1733,1156689.770109
1734,3251185.936649
1735,1483443.7248395
1736,2326151.4471805
1737,6568485.007101
1738,1960489.4539655
1739,8044614.794628
1740,2083970.8758065
1741,6376318.6944755
1742,8488278.5429155
1743,1918827.366422
1744,1644811.3231385
1745,1917938.3465585
1746,2565349.076406
1747,2421708.4643845
1748,1806196.199179
1749,12587310.991276
1750,3006825.4029495
1751,2565739.816577
1752,3376541.7941645
1753,875457.1587415
1754,1684159.7653605
1755,2516710.324488
1756,2264472.16476
1757,1263412.054644
1758,2970391.929398
1759,5245053.9857375
1760,908155.5396515
1761,2189747.5321885
1762,2280091.0841065
1763,2343448.8150245
1764,2707469.5024025
1765,2238434.6813715
1766,2266071.4816385
1767,4962555.117062
1768,2524636.9471875
1769,1506285.65139
1770,4254277.3319425
1771,3721102.469805
1772,3861862.6940215
1773,7815780.8510395
1774,16717199.0438235
1775,2715022.9599175
1776,3196534.962058
1777,10542482.4151275
1778,10049260.5704565
1779,2320321.1816245
1780,3215647.720519
1781,5438480.754564
1782,13121219.5341355
1783,2502718.0652555
1784,3422452.852879
1785,1530215.002876
1786,1067623.306095
1787,2343889.866744
1788,2307401.145479
1789,1482830.5566195
1790,11407462.766573
1791,1848311.934708
1792,1550541.742834
1793,2298937.019545
1794,1418963.8122555
1795,1241696.1144685
1796,1929975.9293645
1797,1156094.1394225
1798,1309542.1570825
1799,7459250.318755
1800,2015270.092573
1801,1335947.3192685
1802,2370331.2448645
1803,2209908.6152165
1804,1192057.1187425
1805,3359525.361857
1806,3079062.552845
1807,1929478.434685
1808,2726093.775042
1809,1632738.9493935
1810,3398566.6587735
1811,988374.668605
1812,1174411.7557425
1813,2227892.0422355
1814,2268745.311465
1815,940303.2648355
1816,1220680.687208
1817,863361.385778
1818,917963.5892375
1819,1773002.1551145
1820,2748262.2062515
1821,1754719.5921995
1822,1671615.91936
1823,1948650.7160175
1824,1838604.5010135
1825,1893053.9981815
1826,1438811.7855955
1827,3201696.9958835
1828,1240146.073175
1829,2196780.2438565
1830,1620754.1689555
1831,1338247.768152
1832,1488907.9277285
1833,1553129.3497825
1834,2353593.216895
1835,1292288.491368
1836,2009542.9415055
1837,1242314.7926115
1838,937941.8645195
1839,2498095.751021
1840,2066241.385602
1841,1602693.955576
1842,2466002.2408785
1843,1123547.1092065
1844,1879475.0938425
1845,1101209.1736665
1846,2306281.662194
1847,1588796.8272145
1848,1668907.3326925
1849,1124673.90388
1850,731317.9784035
1851,2393326.074646
1852,4380459.2824165
1853,1851727.001499
1854,2876716.420875
1855,528126.295562
1856,866580.6547715
1857,880341.4194895
1858,1385396.264548
1859,2475080.4024205
1860,2362746.837464
1861,1924117.6896685
1862,1457881.9868565
1863,1639430.291575
1864,1093666.4253735
1865,2776444.0668985
1866,1999466.6299775
1867,1424673.344581
1868,1745643.6568185
1869,1156753.15989
1870,2206763.7412225
1871,1763259.541099
1872,1517202.6896675
1873,1604152.911895
1874,1396173.9911195
1875,1285548.523904
1876,2506648.338955
1877,3337593.1131925
1878,1659952.8280845
1879,1206443.5734205
1880,1967861.905575
1881,1232685.8593965
1882,1834070.3149735
1883,1849053.3524925
1884,1718140.1110295
1885,1402457.8105435
1886,1162853.3117725
1887,1678357.5411465
1888,1870112.8342105
1889,1606981.204803
1890,1799984.118527
1891,1227593.2722905
1892,1251569.5706435
1893,1905197.614885
1894,1881349.054291
1895,1615881.2641315
1896,1666060.991587
1897,2179300.977482
1898,1838558.8801955
1899,2848992.398526
1900,1613621.856921
1901,1340692.204134
1902,2681928.0456185
1903,4286427.1247265
1904,1510184.398792
1905,1427647.3845585
1906,1284994.2030915
1907,3296186.3284215
1908,2257983.506409
1909,1174862.5798495
1910,16350648.116732
1911,1588068.110304
1912,930811.6946525
1913,1749819.788235
1914,1113982.57082
1915,1889876.7767565
1916,1293215.306323
1917,2038830.089792
1918,1195690.5237665
1919,3366220.14071
1920,1470018.587879
1921,998599.843845
1922,1386459.0122995
1923,1375170.7281125
1924,1240337.05493
1925,2058760.826939
1926,2058500.9709265
1927,1587251.203621
1928,1211774.582554
1929,1992699.4619885
1930,839368.5779575
1931,2184870.6250405
1932,1306883.741885
1933,2269029.63985
1934,3343644.6074275
1935,2855923.359659
1936,4065547.6748405
1937,1370490.302408
1938,4546492.539075
1939,1540648.954109
1940,2163068.78386
1941,1316419.0401535
1942,4672963.724438
1943,2337389.1951285
1944,1995929.4044895
1945,2391535.044115
1946,2175779.927595
1947,1686332.5754795
1948,3051745.0916445
1949,1377724.7329425
1950,2838723.294789
1951,2172608.6102225
1952,1232697.9394755
1953,2096641.1128605
1954,3217928.220116
1955,2452447.8432635
1956,1890424.6860335
1957,2055624.5372225
1958,2260395.875446
1959,2528803.1882885
1960,2439416.890959
1961,2180760.090724
1962,2601590.3468995
1963,2453866.94586
1964,2911857.2923835
1965,2046653.1434135
1966,916742.574313
1967,2203035.5288455
1968,2211095.5585145
1969,1574013.444892
1970,1191596.856795
1971,1246754.2908415
1972,1898182.289817
1973,1725258.765279
1974,1805839.0847295
1975,2583992.498056
1976,2896268.825631
1977,1790659.7921275
1978,5121053.360932
1979,2282342.2539215
1980,1523137.323473
1981,2017099.6355475
1982,1671855.9808755
1983,4175250.893636
1984,2872172.001134
1985,3827035.785594
1986,2071154.1328175
1987,1733718.9950605
1988,2077618.566738
1989,1008909.4135725
1990,2534902.7823465
1991,2841824.5077725
1992,1559081.572886
1993,1069019.1858235
1994,2482382.8278725
1995,1035513.699116
1996,1714120.791176
1997,3543070.5781645
1998,2049784.0944905
1999,2040731.568063
2000,3450304.279493
2001,4032137.5008785
2002,2597658.3099735
2003,1822432.5940215
2004,3195859.096451
2005,3696880.816291
2006,2342095.2113115
2007,3502849.588158
2008,2834336.273382
2009,2419477.3345415
2010,2898252.1250175
2011,1505197.7393725
2012,1057308.277569
2013,1797909.206907
2014,1970401.40533
2015,1541708.2843875
2016,1369926.950435
2017,1880755.5618325
2018,1883972.8060185
2019,2467358.812024
2020,1162013.631884
2021,1928359.8539775
2022,2430619.57542
2023,1854233.065799
2024,697349.6263765
2025,1347904.5014905
2026,1459735.290668
2027,1461703.986071
2028,1459676.019464
2029,1202007.4107975
2030,1679606.6127625
2031,15005799.3092975
2032,1222378.380863
2033,3313516.897702
2034,1678067.0076825
2035,1656735.4830615
2036,2253567.300042
2037,15137464.5860975
2038,3646603.2429885
2039,47215571.2363075
2040,2180029.544041
2041,3829221.074066
2042,1342530.2840195
2043,2870989.847913
2044,1565399.9718905
2045,2725704.105101
2046,22909562.0647805
2047,8975525.26236
2048,2411062.392196
2049,8884249.277175
2050,16895815.9324685
2051,5027652.219723
2052,2209150.3679935
2053,2425249.4114155
2054,4525412.113902
2055,1800066.6967005
2056,2818089.7031275
2057,3316283.0787875
2058,1770186.9320355
2059,1797473.380516
2060,1593300.4280155
2061,1163372.6540965
2062,1214912.7003015
2063,1575491.4814445
2064,1188255.2706535
2065,5754503.3237785
2066,4207688.9978425
2067,2105882.515162
2068,2469437.244965
2069,2019868.574966
2070,1777286.8729105
2071,1642657.2625755
2072,8355205.6707695
2073,1414337.3005505
2074,3518796.090795
2075,2547347.8052095
2076,2159769.0991115
2077,2274793.191532
2078,2162395.8104725
2079,1800892.259786
2080,2363887.142911
2081,1920754.548783
2082,2652722.177564
2083,2685453.347334
2084,1642124.955681
2085,2826392.6401305
2086,1268302.0573265
2087,2028438.4191785
2088,2362730.2505935
2089,7597811.7829265
2090,3598696.3988095
2091,2026171.1967645
2092,1129708.282769
2093,1706192.993763
2094,1504575.076383
2095,2332523.4117685
2096,1029262.713846
2097,1562027.734784
2098,3198406.29118
2099,1634810.311446
2100,1177139.0714465
2101,3315424.888153
2102,1996520.579028
2103,2954935.2412345
2104,2318332.431422
2105,720584.406985
2106,1646495.9023615
2107,2826033.5572515
2108,2591438.6476485
2109,3060341.416262
2110,2911228.6985875
2111,1149256.741322
2112,1806677.9948405
2113,1735197.925209
2114,2206468.9921085
2115,1489898.4769415
2116,3366854.2931305
2117,2369243.247525
2118,1591648.737414
2119,1756024.379916
2120,2154040.686184
2121,1519521.3799345
2122,24601221.6296925
2123,7441601.413079
2124,4843379.7688295
2125,37095966.8521915
2126,10918159.787675
2127,15434457.016011
2128,3307832.658004
2129,6512260.815288
2130,1460603.522054
2131,14858525.635558
2132,3027409.841389
2133,1901689.6893205
2134,7437379.116787
2135,13873716.57762
2136,8142263.063353
2137,2582979.4948565
2138,8918168.2444065
2139,4932612.9573045
2140,2719791.141054
2141,2602163.766762
2142,2267842.425754
2143,10617498.9695055
2144,49936036.437119
2145,1857274.345319
2146,1320486.5409055
2147,1496832.5887045
2148,1584703.8635015
2149,1394953.8621315
2150,2219433.2492565
2151,2561139.3802845
2152,22141194.176168
2153,1044153.896055
2154,1092795.0503965
2155,1751630.2238305
2156,1981877.7587525
2157,3230983.1269735
2158,780823.734453
2159,1340007.099279
2160,3040224.57202
2161,1779909.2493075
2162,2067469.232093
2163,1034665.661106
2164,12042745.4609305
2165,1820941.0645055
2166,2161913.243059
2167,2521059.427859
2168,3913614.7227565
2169,1431473.113606
2170,2748871.88596
2171,1058358.5757455
2172,863405.1377305
2173,1631894.6256345
2174,1635040.1773985
2175,1164953.696878
2176,1444936.736392
2177,1097147.42537
2178,12262285.110483
2179,7245154.2000165
2180,2756794.8219255
2181,3832505.216234
2182,5613887.1876195
2183,9247893.2170785
2184,5434571.7133725
2185,8844126.9153115
2186,94977962.4446545
2187,2302371.870805
2188,1217790.468782
2189,41915832.5029595
2190,6950331.9296385
2191,5784761.734939
2192,1609790.7084265
2193,5047533.608957
2194,1385495.74887
2195,24521835.8019765
2196,650943.8464585
2197,11746860.598332
2198,2025391.0675975
2199,2496757.812186
2200,7377581.039381
2201,5300323.1643555
2202,11679578.9345475
2203,2367877.431023
2204,22374147.8617475
2205,2332386.0631565
2206,5234256.306766
2207,6996828.6099135
2208,14550953.6468725
2209,59568309.7147465
2210,6715922.9395825
2211,5395844.869633
2212,7688183.691305
2213,3559052.8599865
2214,2478061.1452275
2215,3075131.4533895
2216,4112289.806522
2217,3135298.180455
2218,3108245.882993
2219,1498767.414277
2220,2272925.381559
2221,1132207.794138
2222,1611595.1401195
2223,2897269.5633025
2224,8131053.099622
2225,1495069.528893
2226,1888881.4332475
2227,3101108.1310295
2228,2035452.7615
2229,3546255.1006085
2230,2153297.737214
2231,5254141.0324655
2232,2424711.189972
2233,3436817.0199385
2234,2781167.906646
2235,7815746.4648825
2236,4645407.862015
2237,9637898.5207275
2238,4024157.5043445
2239,2593366.8897275
2240,1149549.2485195
2241,8577004.102503
2242,1533792.47729
2243,1622618.680063
2244,1815217.3948485
2245,7341262.6639975
2246,2436880.1694425
2247,2294320.0952755
2248,1884149.287386
2249,1206081.714383
2250,2091459.611988
2251,2857929.106828
2252,1029480.6337095
2253,4129678.6708405
2254,2412316.492647
2255,14854713.181145
2256,2086685.427741
2257,3224442.0395895
2258,5835838.4574205
2259,5561657.343676
2260,19107365.105237
2261,51978769.2142195
2262,11347191.018539
2263,17696430.5526575
2264,23488610.4448715
2265,13434095.3406145
2266,23479409.3973385
2267,34253969.681997
2268,26218719.966248
2269,3379475.4879335
2270,21539195.400185
2271,2901056.955324
2272,8968981.8217965
2273,25398378.5708565
2274,52070541.692069
2275,28831310.5223815
2276,14857530.9377695
2277,2139708.2041835
2278,1411266.3721425
2279,2167973.777212
2280,13397196.5290495
2281,3026990.841206
2282,2860195.4160015
2283,1869824.2896875
2284,5288497.9775645
2285,1468782.163918
2286,1880546.01923
2287,2374118.0212755
2288,4633367.578218
2289,3942968.6750385
2290,16971794.3623665
2291,1608134.561434
2292,1253789.5064295
2293,1991840.288724
2294,5868810.7574355
2295,1766308.1967065
2296,2961404.5251485
2297,44941252.7669505
2298,1628937.8760345
2299,1920598.6390665
2300,2550336.864728
2301,1423210.669914
2302,1583376.80843
2303,2293869.7835785
2304,1788428.442176
2305,7859662.9786415
2306,1713202.866707
2307,1982162.929332
2308,1763042.074596
2309,864131.7360125
2310,1674947.7468965
2311,2452142.681264
2312,1106723.6159445
2313,513157.521687
2314,1250523.762218
2315,1346725.8015615
2316,2165706.940407
2317,473646.4111635
2318,408059.801289
2319,1951930.306657
2320,1341125.394923
2321,7000492.4288295
2322,1167949.18805
2323,1815977.864479
2324,2024672.884754
2325,1780180.6583215
2326,2142491.185221
2327,1327483.5958085
2328,1380454.7426895
2329,1079509.102099
2330,2913232.1491015
2331,2093120.261959
2332,1835671.3798665
2333,7946195.857291
2334,3942556.717749
2335,2587046.5817055
2336,3746769.852882
2337,4216782.181834
2338,2403800.510504
2339,1747530.7620605
2340,4688431.9876905
2341,2540319.1432795
2342,1313685.212845
2343,2864616.9379385
2344,4851621.3566835
2345,2108009.9225825
2346,2153309.2421785
2347,4935734.716311
2348,1301267.5856315
2349,715788.5153395
2350,15408298.642427
2351,25022990.639406
2352,2554626.7835155
2353,2912393.033658
2354,2008353.057942
2355,1383819.4124535
2356,2991126.996134
2357,1533468.2260115
2358,4130076.9230215
2359,6031035.662189
2360,3598825.156154
2361,1893993.7535385
2362,3817083.7208235
2363,16681446.990552
2364,2678307.050516
2365,3210153.130014
2366,11028315.9481175
2367,1515311.994066
2368,5917054.8558565
2369,8107367.6056835
2370,6025514.502342
2371,5230048.025675
2372,4950357.1844135
2373,3071363.554571
2374,2690489.9174365
2375,2737262.5941965
2376,3862606.50193
2377,3691290.2397555
2378,9251839.102725
2379,3413720.435067
2380,7115712.197089
2381,5399034.854394
2382,7596501.8055685
2383,4485604.5241415
2384,4884703.3178115
2385,5660812.537857
2386,7636821.92847
2387,10199560.583139
2388,2266073.41928
2389,2583741.610436
2390,1776838.087087
2391,1717556.325444
2392,6994887.1979495
2393,3897645.671201
2394,3621248.036661
2395,15856496.8427585
2396,5262155.8312035
2397,2413734.543489
2398,6897664.083012
2399,4174623.946898
2400,3375964.261722
2401,4268112.373641
2402,3190675.893972
2403,15203132.9115785
2404,4070248.4581035
2405,42366243.5283605
2406,13802749.814301
2407,7581000.500048
2408,4644846.408852
2409,37708035.766622
2410,9712446.137409
2411,11698709.001096
2412,13321643.0313495
2413,7273962.652548
2414,2296959.769227
2415,6215434.809081
2416,7725506.9753845
2417,2751958.590621
2418,4775840.509317
2419,1791145.5427505
2420,1253319.77561
2421,1737451.096648
2422,1878663.5595075
2423,1750661.750329
2424,2318940.6711615
2425,4469575.333641
2426,12368170.30834
2427,1542718.7935415
2428,5748693.4074905
2429,1721713.4665285
2430,1128665.318496
2431,1859744.957162
2432,1060325.6806335
2433,1182831.8516155
2434,2270255.9890935
2435,2435789.2169705
2436,1680022.586322
2437,1194641.9597755
2438,2071708.1895845
2439,2023568.753294
2440,2664439.058627
2441,1268375.230994
2442,3269279.897932
2443,2373043.6499315
2444,6442716.6139735
2445,4087460.64181
2446,1319647.3199435
2447,1317479.8239205
2448,33591121.606897
2449,2996724.8431155
2450,1559821.863943
2451,12322617.6493285
2452,3074587.90494
2453,2198704.8432365
2454,7712839.2263355
2455,4060237.7090585
2456,13919177.4643075
2457,4097294.131537
2458,2937734.95975
2459,76956139.198732
2460,20900704.935541
2461,2089624.4835645
2462,43692322.795623
2463,3458844.3910225
2464,2111843.1769645
2465,27058370.8883865
2466,6239734.56059875
2467,80314106.5076275
2468,2479042.7004195
2469,1818005.5686075
2470,2002375.2799415
2471,2392696.4285
2472,2949236.2388175
2473,2382087.771156
2474,1973468.604123
2475,1897294.704766
2476,8033536.589989
2477,3667281.26466
2478,2675328.6536945
2479,3413487.67893
2480,1676891.8260975
2481,1506863.3603155
2482,3142235.3995215
2483,6960824.5377635
2484,13388932.761485
2485,4301787.485071
2486,18091250.4357775
2487,132459354.8990775
2488,2066787.341218
2489,1472096.373467
2490,1236317.94263
2491,1558428.4912865
2492,1962314.7595515
2493,689001.3768765
2494,1757435.01862
2495,4107653.79297
2496,1554252.7418775
2497,5069809.1488865
2498,1263188.1765415
2499,1976135.5201855
2500,1513678.778292
2501,38779586.4057705
2502,4906487.337679
2503,2404327.40138
2504,3326426.932428
2505,1408963.09225
2506,2356085.607282
2507,1463830.576967
2508,3860483.833811
2509,13900920.0910555
2510,21068740.569049
2511,5295175.268676
2512,1557814.2047655
2513,7201559.802577
2514,2448127.5109885
2515,2024556.5476625
2516,1937569.7753485
2517,3947554.8837
2518,21790343.236182
2519,16033301.128946
2520,18338848.263394
2521,4444733.9386645
2522,3681565.091432
2523,2800090.789163
2524,2751055.11719
2525,1634243.78659
2526,5772471.7632665
2527,3395130.149356
2528,1839578.550598
2529,2868197.35147
2530,2608200.1327685
2531,9070835.039087
2532,1681552.781948
2533,2374860.2730795
2534,2723185.348659
2535,6400599.5637965
2536,13490582.6152215
2537,2477193.853689
2538,16860862.521137
2539,2857465.053109
2540,2381774.6462745
2541,25990439.089429
2542,6362064.6528145
2543,4766909.3117125
2544,2528772.4094495
2545,1455418.062394
2546,766474.642025
2547,1099016.5237625
2548,2449075.0158565
2549,1193241.845077
2550,2564874.3311995
2551,2046495.6154665
2552,14218752.5260545
2553,4972472.47706
2554,1879514.3676375
2555,2943367.9301995
2556,3818881.5359905
2557,1281172.8861145
2558,3605253.731886
2559,11112459.975108
2560,74344965.388163
2561,1767706.491937
2562,2582420.89694
2563,1928197.5337715
2564,2627211.5528085
2565,1212607.7985035
2566,1177959.0846655
2567,1133975.850547
2568,870276.463251
2569,2083900.2907355
2570,1227185.924973
2571,800215.7796465
2572,3092415.09859
2573,1167966.089417
2574,3614479.5360565
2575,1172744.2969625
2576,1198599.1095815
2577,1685213.915097
2578,4247900.6799565
2579,1315226.9329695
2580,4138880.001695
2581,1908866.446907
2582,1259430.1120485
2583,4122467.796336
2584,1101079.5674455
2585,2026315.181378
2586,1578285.750441
2587,2006464.8333295
2588,1643047.9052035
2589,2025397.064907
2590,1964890.182805
2591,2507426.230536
2592,1712292.9188755
2593,2103162.807946
2594,1375626.2277205
2595,3430811.620898
2596,1837911.9961705
2597,1138076.2718435
2598,2061256.1492655
2599,7318389.775166
2600,2160193.758888
2601,893535.8585945
2602,1246551.547758
2603,1938495.805128
2604,1271608.520713
2605,2559073.804244
2606,1128029.0982515
2607,1502367.1214
2608,3298869.1348155
2609,3152178.938598
2610,2179773.7429395
2611,53518120.67439
2612,16387429.165297
2613,6146607.677344
2614,1236228.2886035
2615,971995.653335
2616,190772552.88538697
2617,233348026.64930636
2618,74060600.672536
2619,148290669.017257
2620,142847510.330155
2621,18113271.927651
2622,120386828.6702225
2623,123611026.404559
2624,68742740.5016215
2625,6893545.297953
2626,2191776.6530535
2627,226710285.10141364
2628,6227090.2127235
2629,38514720.5708795
2630,96758093.485134
2631,23403635.029035
2632,8220963.3752895
2633,91591914.5966825
2634,4370457.5496555
2635,81104365.019124
2636,2271080.969085
2637,7937998.569084
2638,21052650.819433
2639,145277491.485502
2640,25757387.9443085
2641,37876730.9974255
2642,2478692.123347
2643,15811700.7459585
2644,3439614.5764585
2645,19082981.125651
2646,94522689.8416685
2647,79004621.651785
2648,50118987.3851925
2649,2616089.6588325
2650,46245907.140697
2651,23302900.8638985
2652,2135827.646421
2653,3642804.854141
2654,3866982.857948
2655,925732.160839
2656,546471.427708
2657,46857177.730863
2658,993233.3673635
2659,1707922.6282165
2660,959706.252091
2661,782165.6025275
2662,3129910.8053255
2663,1894177.5239515
2664,904630.5331
2665,1402739.2527285
2666,3416119.9445185
2667,1726683.4192985
2668,1739952.689592
2669,1460421.133771
2670,8649014.597878
2671,2795333.067511
2672,9022784.101956
2673,69985432.1095955
2674,25635762.8455025
2675,43677821.4255015
2676,42045081.3746575
2677,114975820.065984
2678,56784537.944939
2679,93250084.869733
2680,9812201.538772
2681,1569162.5583815
2682,1862952.759692
2683,9752815.045667
2684,79715404.6855845
2685,3059260.67831
2686,68083486.385692
2687,1410181.4000575
2688,2277935.873459
2689,1741833.507543
2690,1347010.961523
2691,2100601.457539
2692,5962724.0915785
2693,60511531.426121
2694,61646986.7051405
2695,79926765.4009395
2696,79158848.988867
2697,20613708.6694775
2698,7920596.754131
2699,8632416.020928
2700,4338777.5928835
2701,6227733.2423685
2702,13617431.968489
2703,4101079.5441335
2704,18214908.858772
2705,1109572.24719
2706,1688925.0568905
2707,40295088.330152
2708,2681953.1650785
2709,2532445.6902065
2710,6570269.556606
2711,1456130.5929835
2712,1732092.1276235
2713,2151133.8764815
2714,1751764.9480185
2715,2700576.0946705
2716,46391941.352997
2717,3751211.8133275
2718,3393015.8396415
2719,50866035.756552
2720,19187813.502313
2721,3352719.771923
2722,3109498.349655
2723,2367431.811576
2724,2082289.1245305
2725,3210002.3400415
2726,1605073.778814
2727,2995243.801771
2728,1950612.160274
2729,2097382.907491
2730,2226110.361602
2731,765124.0323105
2732,2825008.7516535
2733,2213136.351047
2734,5729756.677563
2735,2923391.3415545
2736,1001082.630524
2737,2534972.8520135
2738,1838285.717255
2739,2136536.523218
2740,830147.9106835
2741,3347466.303888
2742,1690121.931253
2743,1293365.260407
2744,5138999.752226
2745,1722129.5159035
2746,2907313.215076
2747,1672561.862367
2748,1950708.5933555
2749,5403043.85059
2750,2787887.409193
2751,2299477.433729
2752,4990534.896825
2753,3693556.306276
2754,3071034.964206
2755,3921080.411994
2756,1257199.770248
2757,1335593.2020155
2758,852703.589776
2759,3156276.3501775
2760,3701943.339392
2761,1170550.3474415
2762,1126274.8082185
2763,1825227.852478
2764,1447140.7385355
2765,788971.121103
2766,976711.039957
2767,964614.4618305
2768,2226765.1221025
2769,2777948.434088
2770,1385051.2871445
2771,529093.4459125
2772,1257956.2145905
2773,3170163.6576815
2774,2074386.6131845
2775,1401884.6032355
2776,1477113.7582085
2777,1494179.68252
2778,2587838.50676
2779,1547007.1157065
2780,2107530.79632
2781,3305195.6422765
2782,1639713.527909
2783,1361492.0119795
2784,154118530.653143
2785,35851089.674119
2786,5363845.097763
2787,85463298.689196
2788,112930791.0213215
2789,1579789.500617
2790,2925291.2746845
2791,1730845.404723
2792,2440055.8632095
2793,1605512.2046725
2794,1857493.196024
2795,1518004.586369
2796,2270018.509579
2797,1504095.847205
2798,1636660.8609165
2799,1467820.8639365
2800,1186204.005608
2801,1971480.5816625
2802,1999596.066193
2803,1429714.751297
