Home,Location,S(0-49),E(0-49),I(0-49),R(0-49),S(50+),E(50+),I(50+),R(50+)
622,622,6967,0,0,0,2091,0,0,0
623,623,7539,0,0,0,2234,0,0,0
624,624,8067,0,0,0,2344,0,0,0
625,625,6578,0,0,0,2715,0,0,0
626,626,6380,0,0,0,2017,0,0,0
627,627,10838,0,0,0,2732,0,0,0
628,628,5834,0,0,0,1961,0,0,0
629,629,6513,0,0,0,2601,0,0,0
630,630,5529,0,0,0,2279,0,0,0
631,631,9453,0,0,0,1920,0,0,0
632,632,6777,0,0,0,1887,0,0,0
633,633,7592,0,0,0,1758,0,0,0
634,634,7880,0,0,0,1884,0,0,0
635,635,6754,0,0,0,2120,0,0,0
636,636,5934,0,0,0,2053,0,0,0
637,637,6886,0,0,0,1642,0,0,0
638,638,4887,0,0,0,1924,0,0,0
639,639,6888,0,0,0,1926,0,0,0
640,640,5508,0,0,0,1898,0,0,0
641,641,11696,0,0,0,2621,0,0,0
642,642,6528,0,0,0,2206,0,0,0
643,643,5434,0,0,0,1931,0,0,0
644,644,5228,0,0,0,1784,0,0,0
645,645,5321,0,0,0,2168,0,0,0
646,646,6205,0,0,0,1975,0,0,0
647,647,4895,0,0,0,1750,0,0,0
648,648,6590,0,0,0,2148,0,0,0
649,649,7613,0,0,0,2350,0,0,0
650,650,6514,0,0,0,2183,0,0,0
651,651,6023,0,0,0,2643,0,0,0
652,652,6183,0,0,0,2793,0,0,0
653,653,6222,0,0,0,2087,0,0,0
654,654,5097,0,0,0,2411,0,0,0
655,655,4921,0,0,0,1930,0,0,0
656,656,6178,0,0,0,2182,0,0,0
657,657,5839,0,0,0,1850,0,0,0
658,658,6052,0,0,0,2686,0,0,0
659,659,6400,0,0,0,2601,0,0,0
660,660,4548,0,0,0,1938,0,0,0
661,661,6013,0,0,0,2430,0,0,0
662,662,5497,0,0,0,1948,0,0,0
663,663,6047,0,0,0,2407,0,0,0
664,664,6290,0,0,0,2026,0,0,0
665,665,2953,0,0,0,2612,0,0,0
666,666,5618,0,0,0,1884,0,0,0
667,667,5202,0,0,0,2626,0,0,0
668,668,7469,0,0,0,1915,0,0,0
669,669,7156,0,0,0,1978,0,0,0
670,670,5874,0,0,0,2514,0,0,0
671,671,6139,0,0,0,1855,0,0,0
672,672,7087,0,0,0,1823,0,0,0
673,673,5130,0,0,0,2864,0,0,0
674,674,6165,0,0,0,2125,0,0,0
675,675,6294,0,0,0,2165,0,0,0
676,676,6019,0,0,0,2428,0,0,0
677,677,6383,0,0,0,2331,0,0,0
678,678,5154,0,0,0,2820,0,0,0
679,679,6072,0,0,0,2231,0,0,0
680,680,5742,0,0,0,2750,0,0,0
681,681,7033,0,0,0,2352,0,0,0
682,682,5052,0,0,0,2402,0,0,0
683,683,5677,0,0,0,2800,0,0,0
684,684,4709,0,0,0,2973,0,0,0
685,685,5691,0,0,0,2851,0,0,0
686,686,6478,0,0,0,2388,0,0,0
687,687,5824,0,0,0,2831,0,0,0
688,688,4639,0,0,0,2792,0,0,0
689,689,6425,0,0,0,1845,0,0,0
690,690,6037,0,0,0,1745,0,0,0
691,691,6086,0,0,0,1778,0,0,0
692,692,6910,0,0,0,1734,0,0,0
693,693,6061,0,0,0,1502,0,0,0
694,694,6811,0,0,0,1936,0,0,0
695,695,5933,0,0,0,1975,0,0,0
696,696,7924,0,0,0,1977,0,0,0
697,697,6918,0,0,0,1698,0,0,0
698,698,8527,0,0,0,2718,0,0,0
699,699,7817,0,0,0,2184,0,0,0
700,700,8319,0,0,0,1922,0,0,0
701,701,22763,0,0,0,2206,0,0,0
702,702,6804,0,0,0,1803,0,0,0
703,703,6323,0,0,0,1847,0,0,0
704,704,5680,0,0,0,1726,0,0,0
705,705,6970,0,0,0,2149,0,0,0
706,706,8757,0,0,0,2238,0,0,0
707,707,6205,0,0,0,1822,0,0,0
708,708,7888,0,0,0,2478,0,0,0
709,709,5864,0,0,0,1810,0,0,0
710,710,6563,0,0,0,2035,0,0,0
711,711,7129,0,0,0,2018,0,0,0
712,712,7815,0,0,0,2393,0,0,0
713,713,7136,0,0,0,1980,0,0,0
714,714,6039,0,0,0,1697,0,0,0
715,715,5521,0,0,0,1596,0,0,0
716,716,6925,0,0,0,2031,0,0,0
717,717,6938,0,0,0,1884,0,0,0
718,718,7911,0,0,0,2289,0,0,0
719,719,7476,0,0,0,2019,0,0,0
720,720,6376,0,0,0,2035,0,0,0
721,721,6828,0,0,0,1711,0,0,0
722,722,11102,0,0,0,2320,0,0,0
723,723,5135,0,0,0,1417,0,0,0
724,724,6734,0,0,0,2037,0,0,0
725,725,12755,0,0,0,2045,0,0,0
726,726,6122,0,0,0,4553,0,0,0
727,727,5297,0,0,0,2327,0,0,0
728,728,4519,0,0,0,2071,0,0,0
729,729,4527,0,0,0,2188,0,0,0
730,730,3681,0,0,0,1896,0,0,0
731,731,9317,0,0,0,4388,0,0,0
732,732,8908,0,0,0,3828,0,0,0
733,733,3986,0,0,0,2246,0,0,0
734,734,9563,0,0,0,3784,0,0,0
735,735,4908,0,0,0,2225,0,0,0
736,736,4340,0,0,0,2286,0,0,0
737,737,5364,0,0,0,2228,0,0,0
738,738,8177,0,0,0,4272,0,0,0
739,739,4802,0,0,0,2058,0,0,0
740,740,5998,0,0,0,2364,0,0,0
741,741,3638,0,0,0,2175,0,0,0
742,742,11806,0,0,0,4020,0,0,0
743,743,5856,0,0,0,2219,0,0,0
744,744,6944,0,0,0,1997,0,0,0
745,745,7667,0,0,0,2413,0,0,0
746,746,5644,0,0,0,1937,0,0,0
747,747,5324,0,0,0,1737,0,0,0
748,748,3858,0,0,0,2246,0,0,0
749,749,7066,0,0,0,1854,0,0,0
750,750,13968,0,0,0,3424,0,0,0
751,751,10950,0,0,0,4148,0,0,0
752,752,8529,0,0,0,2067,0,0,0
753,753,6194,0,0,0,1576,0,0,0
754,754,6123,0,0,0,3933,0,0,0
755,755,6231,0,0,0,3675,0,0,0
756,756,7823,0,0,0,3659,0,0,0
757,757,8455,0,0,0,3515,0,0,0
758,758,6178,0,0,0,2936,0,0,0
759,759,4260,0,0,0,2270,0,0,0
760,760,4733,0,0,0,1919,0,0,0
761,761,4758,0,0,0,2318,0,0,0
762,762,4603,0,0,0,2630,0,0,0
763,763,5446,0,0,0,2848,0,0,0
764,764,4795,0,0,0,2194,0,0,0
765,765,4426,0,0,0,2721,0,0,0
766,766,7103,0,0,0,3729,0,0,0
767,767,5693,0,0,0,2132,0,0,0
768,768,7659,0,0,0,3491,0,0,0
769,769,4083,0,0,0,2323,0,0,0
770,770,3454,0,0,0,1991,0,0,0
771,771,4915,0,0,0,2349,0,0,0
772,772,4277,0,0,0,2659,0,0,0
773,773,5799,0,0,0,3671,0,0,0
774,774,4651,0,0,0,2659,0,0,0
775,775,7569,0,0,0,3941,0,0,0
776,776,6166,0,0,0,4141,0,0,0
777,777,7481,0,0,0,1955,0,0,0
778,778,9066,0,0,0,2134,0,0,0
779,779,11640,0,0,0,2416,0,0,0
780,780,10799,0,0,0,2616,0,0,0
781,781,8243,0,0,0,2417,0,0,0
782,782,8471,0,0,0,2249,0,0,0
783,783,7888,0,0,0,1977,0,0,0
784,784,6019,0,0,0,971,0,0,0
785,785,8121,0,0,0,2342,0,0,0
786,786,5275,0,0,0,1997,0,0,0
787,787,6270,0,0,0,2027,0,0,0
788,788,6638,0,0,0,2237,0,0,0
789,789,8076,0,0,0,2258,0,0,0
790,790,6283,0,0,0,1994,0,0,0
791,791,5456,0,0,0,1737,0,0,0
792,792,6512,0,0,0,2406,0,0,0
793,793,7282,0,0,0,2559,0,0,0
794,794,7264,0,0,0,2262,0,0,0
795,795,6899,0,0,0,2323,0,0,0
796,796,8140,0,0,0,2851,0,0,0
797,797,6418,0,0,0,2199,0,0,0
798,798,8828,0,0,0,2876,0,0,0
799,799,7022,0,0,0,2391,0,0,0
800,800,7654,0,0,0,2365,0,0,0
801,801,7820,0,0,0,2977,0,0,0
802,802,6962,0,0,0,1912,0,0,0
803,803,7653,0,0,0,2321,0,0,0
804,804,5865,0,0,0,2007,0,0,0
805,805,6426,0,0,0,2209,0,0,0
806,806,6563,0,0,0,3047,0,0,0
807,807,7093,0,0,0,2595,0,0,0
808,808,5912,0,0,0,2548,0,0,0
809,809,6315,0,0,0,2303,0,0,0
810,810,6660,0,0,0,2632,0,0,0
811,811,4964,0,0,0,2973,0,0,0
812,812,6034,0,0,0,2230,0,0,0
813,813,5867,0,0,0,2506,0,0,0
814,814,7178,0,0,0,2750,0,0,0
815,815,4672,0,0,0,2761,0,0,0
816,816,5681,0,0,0,3774,0,0,0
817,817,5236,0,0,0,2806,0,0,0
818,818,5237,0,0,0,2723,0,0,0
819,819,7083,0,0,0,3820,0,0,0
820,820,7260,0,0,0,2667,0,0,0
821,821,5476,0,0,0,2520,0,0,0
822,822,5684,0,0,0,2431,0,0,0
823,823,4953,0,0,0,2610,0,0,0
824,824,4724,0,0,0,3290,0,0,0
825,825,6108,0,0,0,3078,0,0,0
826,826,6114,0,0,0,2598,0,0,0
827,827,6051,0,0,0,2428,0,0,0
828,828,5319,0,0,0,3381,0,0,0
829,829,6090,0,0,0,2429,0,0,0
830,830,4401,0,0,0,3394,0,0,0
831,831,4050,0,0,0,2797,0,0,0
832,832,7986,0,0,0,2318,0,0,0
833,833,6750,0,0,0,1652,0,0,0
834,834,8381,0,0,0,2463,0,0,0
835,835,10801,0,0,0,1891,0,0,0
836,836,6166,0,0,0,1207,0,0,0
837,837,5028,0,0,0,1561,0,0,0
838,838,5521,0,0,0,1403,0,0,0
839,839,9580,0,0,0,1844,0,0,0
840,840,7662,0,0,0,1407,0,0,0
841,841,9380,0,0,0,1410,0,0,0
842,842,6673,0,0,0,1362,0,0,0
843,843,11566,0,0,0,2031,0,0,0
844,844,6958,0,0,0,1178,0,0,0
845,845,10925,0,0,0,1989,0,0,0
846,846,9808,0,0,0,1930,0,0,0
847,847,7242,0,0,0,2016,0,0,0
848,848,5502,0,0,0,1074,0,0,0
849,849,7501,0,0,0,1648,0,0,0
850,850,8563,0,0,0,1911,0,0,0
851,851,7102,0,0,0,1865,0,0,0
852,852,11597,0,0,0,1536,0,0,0
853,853,6076,0,0,0,1662,0,0,0
854,854,7489,0,0,0,1676,0,0,0
855,855,9388,0,0,0,1796,0,0,0
856,856,8598,0,0,0,1609,0,0,0
857,857,6900,0,0,0,1585,0,0,0
858,858,4901,0,0,0,1780,0,0,0
859,859,17232,0,0,0,2142,0,0,0
860,860,6386,0,0,0,1720,0,0,0
861,861,9820,0,0,0,1957,0,0,0
862,862,4768,0,0,0,3439,0,0,0
863,863,5401,0,0,0,3690,0,0,0
864,864,5503,0,0,0,3067,0,0,0
865,865,4958,0,0,0,3033,0,0,0
866,866,5478,0,0,0,3214,0,0,0
867,867,5977,0,0,0,2831,0,0,0
868,868,6810,0,0,0,3438,0,0,0
869,869,7086,0,0,0,2639,0,0,0
870,870,7368,0,0,0,2401,0,0,0
871,871,6627,0,0,0,2304,0,0,0
872,872,7963,0,0,0,2321,0,0,0
873,873,7471,0,0,0,2080,0,0,0
874,874,8731,0,0,0,2443,0,0,0
875,875,10113,0,0,0,2428,0,0,0
876,876,6644,0,0,0,2370,0,0,0
877,877,8361,0,0,0,2504,0,0,0
878,878,9071,0,0,0,2657,0,0,0
879,879,6984,0,0,0,2349,0,0,0
880,880,6814,0,0,0,2416,0,0,0
881,881,8816,0,0,0,2521,0,0,0
882,882,7055,0,0,0,2218,0,0,0
883,883,7585,0,0,0,2168,0,0,0
884,884,8485,0,0,0,1931,0,0,0
885,885,7638,0,0,0,2170,0,0,0
886,886,7727,0,0,0,2068,0,0,0
887,887,8094,0,0,0,2233,0,0,0
888,888,8651,0,0,0,2619,0,0,0
889,889,8452,0,0,0,2517,0,0,0
890,890,5568,0,0,0,2507,0,0,0
891,891,11002,0,0,0,2751,0,0,0
892,892,5908,0,0,0,2034,0,0,0
893,893,8444,0,0,0,2468,0,0,0
894,894,5580,0,0,0,1778,0,0,0
895,895,6129,0,0,0,2425,0,0,0
896,896,5726,0,0,0,1818,0,0,0
897,897,9103,0,0,0,1638,0,0,0
898,898,7928,0,0,0,1641,0,0,0
899,899,9200,0,0,0,2301,0,0,0
900,900,6315,0,0,0,2690,0,0,0
901,901,8134,0,0,0,1763,0,0,0
902,902,5556,0,0,0,1580,0,0,0
903,903,6905,0,0,0,2247,0,0,0
904,904,6603,0,0,0,1816,0,0,0
905,905,8196,0,0,0,2938,0,0,0
906,906,6156,0,0,0,2190,0,0,0
907,907,6979,0,0,0,1673,0,0,0
908,908,8085,0,0,0,2298,0,0,0
909,909,6938,0,0,0,2660,0,0,0
910,910,7166,0,0,0,1665,0,0,0
911,911,5502,0,0,0,1705,0,0,0
912,912,6391,0,0,0,1869,0,0,0
913,913,6751,0,0,0,1763,0,0,0
914,914,7051,0,0,0,1985,0,0,0
915,915,8140,0,0,0,1779,0,0,0
916,916,7585,0,0,0,2482,0,0,0
917,917,5552,0,0,0,1983,0,0,0
918,918,5006,0,0,0,1511,0,0,0
919,919,4613,0,0,0,1500,0,0,0
920,920,6572,0,0,0,1279,0,0,0
921,921,4746,0,0,0,1485,0,0,0
922,922,4919,0,0,0,1629,0,0,0
923,923,6648,0,0,0,1503,0,0,0
924,924,8774,0,0,0,2265,0,0,0
925,925,6059,0,0,0,2588,0,0,0
926,926,6416,0,0,0,1921,0,0,0
927,927,5671,0,0,0,2645,0,0,0
928,928,8167,0,0,0,3065,0,0,0
929,929,7045,0,0,0,3261,0,0,0
930,930,7914,0,0,0,3149,0,0,0
931,931,10099,0,0,0,3544,0,0,0
932,932,7461,0,0,0,1960,0,0,0
933,933,8094,0,0,0,3142,0,0,0
934,934,7534,0,0,0,2448,0,0,0
935,935,11338,0,0,0,4576,0,0,0
936,936,7985,0,0,0,2843,0,0,0
937,937,7881,0,0,0,3168,0,0,0
938,938,7119,0,0,0,2527,0,0,0
939,939,8160,0,0,0,2622,0,0,0
940,940,8522,0,0,0,2936,0,0,0
941,941,7097,0,0,0,2695,0,0,0
942,942,8197,0,0,0,2188,0,0,0
943,943,8649,0,0,0,2550,0,0,0
944,944,4470,0,0,0,2898,0,0,0
945,945,7795,0,0,0,3548,0,0,0
946,946,6899,0,0,0,3410,0,0,0
947,947,7176,0,0,0,3488,0,0,0
948,948,7411,0,0,0,2898,0,0,0
949,949,6397,0,0,0,2878,0,0,0
950,950,6696,0,0,0,3108,0,0,0
951,951,4994,0,0,0,2967,0,0,0
952,952,5574,0,0,0,2060,0,0,0
953,953,5548,0,0,0,2613,0,0,0
954,954,4136,0,0,0,2529,0,0,0
955,955,5360,0,0,0,2168,0,0,0
956,956,5357,0,0,0,2757,0,0,0
957,957,5351,0,0,0,2335,0,0,0
958,958,3245,0,0,0,3178,0,0,0
959,959,4879,0,0,0,1978,0,0,0
960,960,6256,0,0,0,2585,0,0,0
961,961,7875,0,0,0,2343,0,0,0
962,962,6504,0,0,0,2099,0,0,0
963,963,5377,0,0,0,2659,0,0,0
964,964,6442,0,0,0,2815,0,0,0
965,965,6300,0,0,0,1804,0,0,0
966,966,8390,0,0,0,2682,0,0,0
967,967,10963,0,0,0,3541,0,0,0
968,968,8765,0,0,0,2222,0,0,0
969,969,6175,0,0,0,1867,0,0,0
970,970,4815,0,0,0,3652,0,0,0
971,971,9180,0,0,0,1390,0,0,0
972,972,6917,0,0,0,1113,0,0,0
973,973,9002,0,0,0,5221,0,0,0
974,974,7606,0,0,0,1702,0,0,0
975,975,6800,0,0,0,1820,0,0,0
976,976,9618,0,0,0,4075,0,0,0
977,977,9413,0,0,0,4768,0,0,0
978,978,6966,0,0,0,3177,0,0,0
979,979,10387,0,0,0,1441,0,0,0
980,980,10139,0,0,0,1987,0,0,0
981,981,7250,0,0,0,1658,0,0,0
982,982,7253,0,0,0,2454,0,0,0
