usual residence : 2011 census merged local authority district,Clackmannanshire,Dumfries and Galloway,East Ayrshire,East Lothian,East Renfrewshire,Eilean Siar,Falkirk,Fife,Highland,Inverclyde,Midlothian,Moray,North Ayrshire,Orkney Islands,Perth and Kinross,Scottish Borders,Shetland Islands,South Ayrshire,South Lanarkshire,Stirling,Aberdeen City,Aberdeenshire,Argyll and Bute,City of Edinburgh,Renfrewshire,West Dunbartonshire,West Lothian,Angus,Dundee City,North Lanarkshire,East Dunbartonshire,Glasgow City
Warrington,0,0,0,0,1,0,3,0,0,0,0,1,0,0,3,0,0,1,0,2,1,0,0,2,1,0,0,0,0,4,0,5
Blackburn with Darwen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,1,2,0,0,0,17,3,0,0,0,1
Blackpool,0,2,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,3,0,4,1,1,0,2,2,0,4,0,1
Cheshire East,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,0,0,3,0,1,1,4,2,2,0,1,1,0,4,0,2
Cheshire West and Chester,0,2,0,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,3,0,0,5,6,2,2,0,1,1,0,0,0,2
Allerdale,0,6,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,2,0,1,0,3,1,2,0,0,1,0,0,0,2
Barrow-in-Furness,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,7,0,0,0,0,1,0,0,0,0
Carlisle,0,164,1,0,0,0,0,0,0,0,0,0,6,0,0,2,0,1,3,3,4,2,5,2,1,0,1,0,1,1,1,7
Copeland,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0
Eden,0,6,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
South Lakeland,0,3,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,2,0,6,2,1,0,0,1,0,0,0,0
Burnley,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0
Chorley,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,3,0,2,0,0,0,0,0,1,2,0,0,0,3
Fylde,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0
Hyndburn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,1,1,0,0,0,0,0,0,0,0,3
Lancaster,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,4,2,4,3,2,0,3,2,0,7,0,1
Pendle,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,0,0,0,5,0,0,0,0,0,1,0,0,0,0
Preston,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,4,0,2,0,0,2,0,0,0,1,0,0,0,3
Ribble Valley,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,2,1,0,0,0,0
Rossendale,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,1,0,2,0,4,0,0,0,0,0,0,0,1,1
South Ribble,0,0,1,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
West Lancashire,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,2,0,4
Wyre,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,10,2,4,0,1,0,1,0,0,1,0,1
Bolton,1,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,4,0,1,0,2,5,0,0,5,0,0,0,0,7
Bury,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,2,0,5,2,0,0,0,1
Manchester,0,1,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,1,11,1,8,0,11,3,1,0,4,2,0,6,0,15
Oldham,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,2,0,0,1,1,0,1,0,2
Rochdale,0,0,0,0,0,0,0,1,3,0,1,2,1,0,1,0,0,0,0,0,1,0,0,1,2,0,1,1,0,3,1,0
Salford,0,2,1,0,0,0,0,0,0,2,2,0,1,1,0,0,0,3,2,1,2,1,4,1,2,0,1,5,0,2,0,8
Stockport,0,1,0,1,0,0,0,0,2,0,0,1,7,0,0,0,0,0,2,0,1,0,2,2,2,0,1,0,0,1,0,6
Tameside,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,1,2,2,0,0,1,3,0,1,0,6
Trafford,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,1,2,0,1,1,4,1,2,0,1,3,0,3,1,10
Wigan,0,0,0,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,1,0,2,0,1,4,2,0,2,1,0,2,0,4
Knowsley,0,0,0,0,0,0,0,0,3,0,0,2,2,0,0,0,0,3,0,0,5,0,1,4,1,0,2,0,0,1,0,2
Liverpool,1,2,0,0,2,0,0,4,0,0,1,1,7,0,0,1,1,0,8,1,11,1,9,5,1,1,3,11,1,3,0,14
St. Helens,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,2,2,1,1,0,0,1,0,0,2,0,3
Sefton,0,0,0,0,0,0,1,1,0,1,0,3,2,0,0,4,0,0,1,0,15,0,11,0,0,0,1,8,0,0,0,5
Wirral,0,0,0,0,0,0,1,3,5,1,2,0,8,0,0,0,0,0,4,0,8,1,5,6,0,0,2,5,1,1,2,2
"Kingston upon Hull, City of",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,6,1,1,0,3,0,0,0,1,8
East Riding of Yorkshire,0,1,0,0,0,0,0,2,0,0,0,3,0,0,2,0,0,0,1,1,4,2,2,5,2,0,0,3,2,0,0,4
North East Lincolnshire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,12,1,1,2,2,0,0,1,0,3,0,3
North Lincolnshire,0,2,0,0,0,0,0,0,0,0,1,2,3,0,1,0,0,1,1,0,6,0,0,4,1,0,0,0,0,32,0,1
York,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,1,0,6,0,1,8,0,0,1,2,0,0,0,3
Craven,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Hambleton,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
Harrogate,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,2,2,2,5,0,0,0,0,0,0,0,2
Richmondshire,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,1
Ryedale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Scarborough,0,0,0,0,0,0,0,2,0,0,2,2,1,0,0,0,0,0,0,1,6,0,6,0,0,0,0,0,0,0,0,0
Selby,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
Barnsley,0,1,1,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,10,0,3,0,1,3,0,0,2,0,1,2,0,6
Doncaster,0,0,2,3,0,0,0,3,2,0,0,1,0,0,1,0,0,1,5,1,2,0,5,9,3,0,1,0,0,3,0,2
Rotherham,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,14,0,0,0,0,7,1,0,2,1,0,14,0,2
Sheffield,0,2,0,0,0,0,0,4,1,0,1,1,1,0,4,0,0,0,125,2,5,1,3,8,2,1,1,1,1,5,0,7
Bradford,0,0,0,0,0,0,1,0,20,1,0,3,0,0,0,0,1,0,4,1,3,0,1,7,2,1,0,4,2,6,0,10
Calderdale,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,2,6,2,0,1,0,0,0,0,1
Kirklees,0,2,0,0,0,0,0,1,0,0,1,0,3,0,3,0,0,0,6,1,2,4,2,1,1,0,2,3,1,0,2,2
Leeds,0,1,0,0,0,0,0,0,1,0,0,1,3,0,2,0,0,1,9,0,1,1,4,11,2,0,6,7,3,3,0,16
Wakefield,3,1,0,0,0,0,6,0,4,1,0,0,1,0,0,0,0,0,5,0,0,1,2,9,1,0,2,3,0,4,0,4
Derby,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,3,23,1,0,0,2,0,1,0,3
Leicester,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,2,0,0,9,0,0,2,0,1,3,0,5
Rutland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
Nottingham,0,0,1,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,3,0,2,0,0,31,0,0,0,0,0,2,0,1
Amber Valley,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0
Bolsover,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,2,1,0,1,0,0,0,0,0,1
Chesterfield,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Derbyshire Dales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Erewash,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,8,0,0,0,1,0,0,0,0
High Peak,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
North East Derbyshire,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
South Derbyshire,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0
Blaby,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,1,0,0,0,0,0,0,0,1
Charnwood,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,2,0,0,1,0,0
Harborough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hinckley and Bosworth,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,3,0,0,0,1,0,0,0,0,2
Melton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0
North West Leicestershire,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,6,2,0,0,0,0,1,0,0
Oadby and Wigston,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2
Boston,0,0,0,0,0,0,0,2,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
East Lindsey,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,1
Lincoln,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,1,0,0,2,0,0
North Kesteven,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,0,1,0,0
South Holland,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1
South Kesteven,0,1,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,1,0,1,1,3,0,0,1,1,0,2,0,0,0,0
West Lindsey,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0
Corby,0,0,0,0,0,0,0,1,0,0,1,0,5,0,0,0,0,0,2,0,1,0,1,1,0,1,0,0,0,23,0,0
Daventry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
East Northamptonshire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
Kettering,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2
Northampton,0,2,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,4,0,0,1,2,2,3,0,0,1,0,0,0,3
South Northamptonshire,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
Wellingborough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,3
Ashfield,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,1,0,0,3,0,1
Bassetlaw,0,0,0,0,0,0,1,0,1,0,1,2,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0
Broxtowe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,1,0,0,0,0
Gedling,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,8,1,0,1,0,1,1,0,2
Mansfield,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,2,4,2,0,0,1,0,2,0,0
Newark and Sherwood,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,4,2,0,0,0,1,0,0,0,2
Rushcliffe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,16,0,0,0,1,0,1,0,3
"Herefordshire, County of",0,0,1,0,0,0,0,0,1,0,0,0,0,0,9,1,0,4,0,0,1,0,0,5,0,0,1,2,0,0,0,3
Telford and Wrekin,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0
Stoke-on-Trent,0,0,0,0,0,0,0,1,1,1,0,1,3,0,0,1,0,1,4,0,0,1,1,3,0,0,2,0,0,0,0,4
Shropshire,0,0,0,0,0,0,0,1,2,0,0,3,2,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,1
Cannock Chase,0,2,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0
East Staffordshire,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,4,0,0,1,1,0,0,0,2
Lichfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1
Newcastle-under-Lyme,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,3
South Staffordshire,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,0,1,0,3,2,0,0,0,0,0,2,0,1
Stafford,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Staffordshire Moorlands,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,1,0,0
Tamworth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0
North Warwickshire,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1
Nuneaton and Bedworth,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,2,1,0,0,1,0,0,0,0
Rugby,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,3
Stratford-on-Avon,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Warwick,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,1,1,0,0,2,0,3,0,0,0,0,3
Bromsgrove,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0
Malvern Hills,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Redditch,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
Worcester,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,1,0,2,0,1,0,1,0,0,0,0,0
Wychavon,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,1,4,0,0,0,2
Wyre Forest,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,1,0,0
Birmingham,0,1,3,0,0,0,0,2,0,0,14,1,1,0,2,2,1,0,28,2,0,0,3,11,2,0,1,0,2,4,0,17
Coventry,0,1,0,0,0,0,1,2,0,0,2,0,0,0,1,0,0,1,2,0,4,0,1,0,2,0,0,1,0,0,0,10
Dudley,0,0,0,0,0,0,2,4,0,0,14,1,0,0,2,2,1,0,4,0,2,3,0,3,0,0,0,3,1,1,0,3
Sandwell,0,0,0,0,0,0,3,0,0,0,12,1,0,0,0,1,0,0,6,0,0,2,0,6,0,0,2,3,0,0,1,2
Solihull,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,2,1,0,3,2,0,0,0,0,0,0,0,1
Walsall,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1,0,0,1,9,0,0,0,1,1,0,0,0,0,0,2,1,4
Wolverhampton,0,0,0,0,0,0,0,2,0,0,51,0,0,0,1,0,0,1,1,0,0,1,1,4,0,0,4,1,0,1,0,1
Peterborough,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0,1,1,1,0,0,0,2,1,0,0,0,5
Luton,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,1,0,0,3,1,0,3,0,5
Southend-on-Sea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2,0,3,0,0
Thurrock,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0
Bedford,0,0,1,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,2
Central Bedfordshire,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2
Cambridge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,4,0,0,1,2,0,0,0,1
East Cambridgeshire,0,0,0,0,0,1,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0
Fenland,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
Huntingdonshire,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,1,1,0,0,0
South Cambridgeshire,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1
Basildon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,1,0,1
Braintree,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1
Brentwood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
Castle Point,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Chelmsford,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,0,0,1,1,0,0,0,0
Colchester,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,1,1,0,1,0,2
Epping Forest,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Harlow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0
Maldon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Rochford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
Tendring,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,2,0,0
Uttlesford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
Broxbourne,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
Dacorum,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
East Hertfordshire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,0,0,0,1,0,0,1
Hertsmere,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
North Hertfordshire,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,2,0,0,0,0,0
St Albans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
Stevenage,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2
Three Rivers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Watford,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Welwyn Hatfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
Breckland,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1
Broadland,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0
Great Yarmouth,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,15,5,0,0,0,0,0,1,0,2,0,0
King's Lynn and West Norfolk,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Norfolk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,5,0,0
Norwich,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7,1,0,1,0,0,0,0,0,3,0,2
South Norfolk,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,2,0,1,0,1
Babergh,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,3,0,1,0,0
Forest Heath,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ipswich,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,0,0,0,0
Mid Suffolk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
St Edmundsbury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,2,0,0,0,2,0,1,0,0
Suffolk Coastal,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Waveney,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,11,1,1,0,0,0,0,1,0,2,0,2
Barking and Dagenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,6
